@relation 'arff_xalan-2.4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-11'

@attribute 0.365rfc... numeric
@attribute 0.478ic... numeric
@attribute 0.444avg_cc... numeric
@attribute 0.585dam... numeric
@attribute 0.479ca... numeric
@attribute -0.48amc... numeric
@attribute -0.747noc... numeric
@attribute -0.482moa... numeric
@attribute 0.603cbm... numeric
@attribute -0.537moa... numeric
@attribute class {buggy,clean}

@data
6.896629,-1.828801,-2.919882,1.068498,4.198818,-1.491392,1.986469,-0.648481,-0.174252,-0.283406,clean
2.278536,0.436988,-0.946349,-1.628594,0.678457,0.637825,1.689673,-0.238838,-1.264331,1.430048,clean
-2.190405,0.506568,-0.858076,-1.329583,-0.201981,-0.047705,-0.004695,-0.119728,0.215931,-0.401042,clean
-1.820342,-0.408779,-1.865204,-0.755011,0.886169,-0.555107,0.491445,0.980625,-0.571976,-0.143083,clean
0.938436,-1.658379,1.08392,1.401672,0.66833,0.145892,0.241186,0.697141,0.227048,-0.362553,clean
-2.171754,-2.096759,0.046535,-0.555257,-0.064011,0.79634,0.378372,-0.530693,0.146137,-0.048374,clean
1.576191,-2.870392,-0.79483,-0.343249,-2.07447,1.252168,-0.602016,0.972638,-0.086515,0.998335,clean
-0.879086,-1.810141,0.947073,-0.583782,0.771015,1.746525,0.62673,0.055122,-0.048578,0.184856,clean
-0.124627,-1.65776,0.857278,1.288705,-0.260345,-0.585318,-0.412097,-0.335702,0.528738,0.493074,clean
0.079781,0.85962,1.810463,1.014955,0.380682,0.245455,-0.573163,0.324838,-0.22832,-1.058248,clean
-0.765569,-1.521566,0.868564,1.217994,-0.056221,-1.035538,0.153096,-0.648784,0.557473,-0.130634,clean
-1.581522,-2.081639,0.147617,0.121213,-0.410697,0.662185,0.081445,-0.123484,0.306629,0.11293,clean
-0.834061,-1.651439,1.790075,-0.441878,0.626831,1.042727,0.083563,0.253732,0.079063,-0.698086,clean
0.684935,2.036609,0.136383,1.097088,-0.319093,-0.509449,0.519073,-0.718909,-0.362247,-1.016391,clean
-2.406872,0.046622,-0.829454,-1.110854,-0.207255,-0.161284,0.052245,-0.022252,-0.467069,-0.331188,clean
-2.061926,-1.1403,0.000863,-0.803111,0.115087,0.470909,0.303542,-0.214179,-0.417801,-0.106186,clean
-0.387497,-1.893666,0.861602,0.23955,-0.323177,0.766604,0.010318,-0.064981,0.362761,-0.026371,clean
-1.492335,-1.918951,-0.047885,-0.24862,-0.021076,1.163538,0.695796,-0.5788,-0.019617,0.806474,clean
-0.584894,-1.528512,0.829213,2.245948,-0.523398,0.114218,-0.046508,0.162122,0.07105,0.362744,clean
-0.809016,-1.840891,0.984407,-0.86648,0.211664,1.359143,0.41149,-0.270526,-0.104894,0.347713,clean
4.123595,0.022231,-4.317731,2.127084,7.229752,-0.073137,-3.26772,-1.604786,-1.121818,-0.038115,clean
-0.497491,0.509295,0.878059,0.458357,0.137123,0.428161,-0.427271,0.06518,-0.036161,-0.761766,clean
-0.369533,-1.668718,0.527243,1.77391,-0.724413,-0.194583,0.041198,-0.26117,0.025215,-0.152148,clean
1.577445,1.909258,1.079619,0.612353,0.646649,-0.706583,0.96813,-0.632409,-0.781731,-0.016208,clean
0.028081,0.247678,-0.051691,1.306645,-0.103611,0.676979,-0.312156,0.517334,-0.08479,-0.092435,clean
1.021942,3.686995,0.000831,1.244062,-0.222991,-1.106738,0.445245,-0.898674,1.385975,-0.461498,clean
-2.196351,1.699647,-1.174809,-1.479767,-0.441391,-0.023779,-0.133965,0.111871,0.183727,-0.345851,clean
-1.042322,-1.580281,0.9054,1.88288,-0.318315,-0.64497,-0.110914,-0.124245,0.334015,-0.721187,clean
-2.320397,-0.539453,-0.888431,-0.910591,0.234405,-0.055971,-0.530315,-0.15153,-0.882557,-0.287333,clean
-2.37419,0.02942,-0.777573,-1.205426,-0.44546,-0.287573,-0.241914,0.409498,-1.109671,-0.401859,clean
-1.034341,1.349279,-0.431917,1.177801,-0.540315,0.178604,0.114545,0.179439,-0.420578,-0.008606,clean
2.874504,-1.746588,4.445398,-2.393933,0.188331,-0.396332,-1.536785,0.722314,1.140893,1.62045,clean
0.990452,0.694726,-0.211775,1.205802,-1.278504,-0.032816,-0.159263,0.194522,-0.341563,0.535837,clean
0.484983,0.017498,-0.509918,0.769633,-1.246067,0.221224,-0.391956,0.699987,-0.509772,0.206624,clean
0.302597,-1.771673,1.017436,0.121634,0.550914,1.093797,-0.070059,0.363979,0.092567,0.261903,clean
2.528284,1.225602,-0.433083,0.994888,0.429911,0.116357,1.446794,-0.072281,-0.838883,1.218092,clean
-0.290754,2.758624,-0.808646,0.472986,-1.17629,1.353245,-0.496666,0.597731,1.544069,0.319774,clean
2.596431,-0.77441,-4.366242,2.214136,6.077323,-1.464137,1.670084,2.826888,0.169674,-0.851791,clean
-0.696122,-1.382652,1.856725,0.747599,0.25913,0.829228,0.130848,-0.013045,-0.305172,-0.107923,clean
-3.103807,0.257733,-1.217351,-1.535325,-0.471253,-1.27891,-0.390579,0.378907,-1.088538,-0.911312,clean
-0.588669,0.382307,0.245185,1.717825,-0.388783,0.291929,-0.682134,0.475137,0.328523,-0.362276,clean
-1.428067,0.647596,-0.157133,1.535628,-0.642438,-0.947604,-0.453935,0.947278,-1.311142,-0.489464,clean
2.316601,0.629137,-1.014178,-1.599118,0.597279,0.60797,1.955994,-0.610322,-1.544991,1.610723,clean
-1.470297,-0.264242,0.233151,1.880613,-0.551739,-1.356145,-0.411857,0.276494,-0.447964,-0.847747,clean
-1.777812,0.335054,1.864344,-1.496622,0.352241,-4.042788,-1.781516,1.303568,1.237144,1.145005,clean
-1.783142,0.331784,1.848289,-1.487588,0.346234,-4.024312,-1.773574,1.298872,1.225562,1.131404,clean
-2.222695,1.199932,-1.048938,-1.453558,-0.325315,-0.292216,-0.09275,0.100083,-0.147685,-0.314349,clean
0.357715,0.011975,0.627773,1.422021,-0.394205,-0.151205,-0.360572,0.734377,-0.25096,-0.462536,clean
-2.215849,1.19707,-1.060431,-1.450081,-0.334012,-0.279676,-0.086433,0.092635,-0.15859,-0.320909,clean
-1.984596,0.129629,-0.804858,-0.960583,-0.120655,0.126975,0.251454,-0.027216,-0.572874,0.055554,clean
-1.992322,0.132722,-0.797429,-0.962406,-0.113726,0.118188,0.246553,-0.020728,-0.565446,0.058886,clean
-0.642411,1.845213,-0.214655,-1.589787,0.590641,0.90498,-0.307592,0.070475,-0.897305,-0.114765,clean
0.586749,2.08902,0.352358,1.247091,0.088463,-0.375961,0.652677,-0.233934,-0.416102,0.287817,clean
-1.758121,-1.960072,-0.391737,0.265983,0.00759,1.403178,0.790611,-0.512654,0.148912,1.219259,clean
-0.976121,-1.553206,2.374341,-1.453859,1.030146,0.913703,0.092075,0.067996,0.243309,-0.105279,clean
-1.709718,0.60464,-0.618889,-1.442334,-0.019994,-0.678426,0.160416,-0.017235,-0.650001,0.250719,clean
0.7926,-1.564771,1.105041,1.245196,-0.057011,0.505629,0.344205,-0.247609,-0.152434,-0.464187,clean
-2.58441,-2.135009,-0.026378,-0.917227,0.173641,0.119151,0.378095,-0.634557,0.230733,-0.676821,clean
-0.307143,-1.173439,2.384425,1.27331,0.380649,0.102028,-0.146118,0.344738,0.060649,-0.068472,clean
-1.763229,0.336482,-0.291217,0.616197,-0.563149,-0.825448,-0.368463,0.325362,0.135847,-0.4035,clean
-0.847264,1.304148,-0.495698,0.949189,-0.642537,-0.63754,-0.090283,0.557894,-1.168363,-0.118764,clean
-1.799133,0.321975,1.800125,-1.460487,0.328212,-3.968885,-1.749747,1.284786,1.190815,1.090601,clean
0.706619,-1.522182,-1.259334,1.958798,2.175734,0.157886,1.248264,1.687704,0.83971,-0.196532,clean
0.864389,-0.239899,-1.43951,1.516401,1.710233,-0.464861,-2.951772,-1.167757,-1.380624,-0.026475,clean
0.774575,1.890331,1.40261,0.871183,-0.097123,0.875805,-0.082853,0.464275,-0.622178,-0.962358,clean
-0.039278,0.272928,0.583342,-1.844999,2.566054,-1.492207,0.947223,-0.053831,-0.675568,0.992085,clean
0.665078,1.983214,1.285068,0.764378,0.064092,0.05701,0.080776,0.158018,-0.342795,-0.337003,clean
1.372627,-1.978951,1.205314,1.14616,-0.59185,0.376307,-0.924143,0.715963,0.029143,0.293011,clean
-2.295375,-2.238029,-0.43847,-0.838882,0.819828,0.01173,0.633189,-0.219599,0.410161,-0.770404,clean
-2.571973,-2.174199,-0.077148,-0.902785,0.244821,0.120664,0.372622,-0.542505,0.282334,-0.716709,clean
-0.665239,-0.230741,-0.203937,0.868057,-0.585519,0.124683,-0.006868,0.211984,0.209192,0.332335,clean
-1.819671,-2.006746,-0.149232,-0.421802,0.284449,0.856783,0.703061,-0.475813,0.084635,0.207088,clean
-2.157598,0.102087,0.720439,-0.852972,-0.075785,-2.7264,-1.215629,0.969019,0.411909,0.175946,clean
0.253879,1.384684,-0.484014,1.592095,0.261324,-0.210429,-0.687842,-0.236036,-0.103148,-0.397015,clean
1.260332,3.214752,-0.872445,0.605352,-0.894913,0.429144,-0.065794,-0.666555,1.04337,0.085818,clean
-2.406872,0.046622,-0.829454,-1.110854,-0.207255,-0.161284,0.052245,-0.022252,-0.467069,-0.331188,clean
1.823447,-0.686344,3.85888,0.221802,0.968551,0.351858,0.182211,-0.116461,-0.467716,-0.232569,clean
-1.348242,-0.620302,0.089962,0.972401,-0.376307,-0.194827,-0.131639,0.436693,-0.158034,0.427612,clean
0.134783,3.457686,-0.532958,1.545425,-0.675858,-0.429644,0.108415,-0.327386,1.346577,-0.161006,clean
1.522365,2.023995,0.432882,0.7115,0.152922,-0.322528,0.941962,-0.864551,-0.447557,-0.320193,clean
-1.130773,-0.136779,0.444274,1.935956,-0.340615,-1.038311,-0.176765,0.230971,-0.619107,-0.709936,clean
-1.33285,0.457298,-0.002066,1.677243,-0.741948,-0.445795,-0.499648,0.733328,-0.533877,-0.352559,clean
0.600999,2.143566,2.156546,-2.479461,1.876209,0.706514,0.885282,0.033403,-0.805446,-0.13426,clean
-2.219626,-2.258737,-0.183929,-1.001389,0.00789,0.16792,0.29554,-0.479345,0.20788,-0.634484,clean
0.693673,4.46993,-0.371866,0.42755,-0.294551,-0.430344,0.382982,0.372909,-0.499279,0.601332,clean
2.363644,-1.017494,1.900732,0.531716,-0.02791,0.701015,-0.624069,-0.824727,0.28195,-1.044116,clean
-2.406872,0.046622,-0.829454,-1.110854,-0.207255,-0.161284,0.052245,-0.022252,-0.467069,-0.331188,clean
-2.205145,-2.113536,-0.036479,-0.581911,0.133982,0.66774,0.441634,-0.468347,0.204638,-0.164084,clean
-2.061364,0.968257,-0.923505,-1.394674,-0.199371,-0.265479,0.062554,-0.111429,-0.013547,-0.124356,clean
-0.141504,-1.003576,0.489597,0.697406,-0.71586,-0.133568,-0.345083,0.304914,0.23306,0.745665,clean
-1.787684,1.377651,-1.133311,-1.201872,-0.145844,0.040596,0.440307,-0.237191,-0.342568,0.190209,clean
-0.096328,0.600185,-0.445074,1.487358,-0.6359,-0.456534,0.134975,-0.156464,-0.360336,-0.716339,clean
-1.91107,0.253311,1.462974,-1.27078,0.202057,-3.580897,-1.58296,1.186182,0.947588,0.804984,clean
10.224411,-2.581857,-0.942965,-2.015971,-3.277723,-1.666601,0.480265,-1.616895,-1.098797,2.35228,clean
-2.108333,1.564249,-0.97174,-1.681018,-0.288481,-0.674451,-0.203751,0.256577,-0.209035,-0.177422,clean
-2.57505,-0.983253,-0.842871,-1.146702,0.374962,-0.455397,-0.586895,-0.279537,-0.573688,-0.766608,clean
-0.471167,1.133475,0.019065,1.43276,-0.624547,-0.950513,-0.241027,0.393485,-0.566566,-0.072574,clean
0.192357,-1.399561,2.010658,1.118972,0.211683,0.186122,-0.163084,0.420829,0.022871,0.012436,clean
-1.451992,-1.795254,0.676589,0.478192,0.063428,-0.314486,-0.061313,0.111052,0.886423,0.621711,clean
-2.078264,0.857683,-0.83615,-1.353992,-0.115229,-0.612548,0.049687,0.215908,-0.782934,0.076444,clean
-1.33859,0.424036,-1.603899,-0.946673,1.542337,0.068194,-2.046488,-0.793935,-1.023809,0.358671,clean
-0.868815,0.010234,-1.136476,1.999482,0.963635,-1.541901,0.092554,1.913912,-0.464378,-0.839575,clean
-0.737035,2.23395,-1.282138,-0.284483,-0.257646,0.525338,0.299861,0.331107,0.602771,0.544395,clean
-0.180773,3.190652,-0.886484,0.197903,-0.645302,0.75387,-0.092262,0.114321,2.116563,0.240752,clean
0.597833,0.171805,0.335445,1.454151,-0.885055,-0.113179,0.060832,-0.811455,0.603875,-0.864827,clean
-2.04647,0.948549,-0.722718,-1.494015,-0.214386,-0.422991,-0.124008,-0.005722,0.15747,-0.027932,clean
-2.170291,0.895526,-0.975435,-1.341666,-0.295099,-0.127679,-0.00393,-0.067384,-0.013962,-0.256624,clean
10.354497,-4.514069,-2.13639,-2.699874,-6.044421,-0.498951,-1.97571,0.770036,-0.834129,-1.301466,clean
3.162993,2.946108,1.891577,0.240056,0.926585,-0.234145,1.053207,-0.617366,-0.47078,0.248074,clean
-1.749484,-1.961313,-0.387033,0.2608,0.005052,1.398321,0.787341,-0.515603,0.151154,1.22392,clean
-3.071062,-0.350663,-0.96453,-1.344176,-0.383355,-1.034001,-0.317238,0.131338,-0.713837,-0.767209,clean
-2.391574,0.050111,-0.811685,-1.12339,-0.204235,-0.182519,0.044254,-0.02037,-0.456657,-0.313079,clean
-3.083968,-0.360915,-1.011014,-1.318926,-0.402283,-0.980308,-0.294579,0.116199,-0.747784,-0.806347,clean
1.534208,3.751787,-1.129803,0.822294,-0.991679,0.858035,0.352375,-0.124979,0.846025,-0.039191,clean
1.016813,2.096849,1.882749,0.474421,0.333712,0.049174,-0.023656,0.313864,-0.320499,-0.416878,clean
-1.172615,-1.646561,0.673584,1.997754,-0.517686,0.187435,-0.047231,0.051801,0.036551,-0.035716,clean
-2.593658,-1.836933,-0.553689,-0.936707,0.141111,-0.47354,0.450242,-0.609536,0.193235,-0.314735,clean
-2.059261,-1.138665,0.008891,-0.807628,0.118091,0.461672,0.299571,-0.211832,-0.41201,-0.099386,clean
-0.559369,2.223219,-0.579034,1.45024,-0.592661,0.121356,0.167718,0.239578,-0.124371,0.141642,clean
-0.299036,2.031967,1.25247,-2.275205,1.434893,0.19723,0.647754,0.218276,-0.79591,-0.292067,clean
-0.695724,3.091336,-1.056359,0.450877,-1.100724,0.704083,-0.513827,0.712341,1.579171,0.557285,clean
-0.884494,0.602398,-0.660299,-0.938665,0.000242,0.879069,0.770211,-0.437497,-0.299778,0.646168,clean
-2.2932,1.643436,-1.294732,-1.39763,-0.520734,0.154654,-0.122314,0.10961,0.118874,-0.495887,clean
0.626522,1.067354,0.988027,1.668305,-0.132216,0.623761,0.031939,0.329124,0.149543,-0.219678,clean
-1.609859,2.196584,-1.396924,-1.299579,-0.352436,0.174421,0.363535,-0.100416,-0.181897,0.323889,clean
-2.915702,-0.674329,-1.159556,-1.14377,0.152632,-0.806661,-0.732279,-0.221084,-0.649852,-0.682829,clean
1.704648,-1.327736,2.400455,0.502956,0.879054,0.446111,-0.816544,-0.754086,-0.022678,-0.742228,clean
-1.786779,1.605165,-0.836031,-1.587296,-0.136029,-0.363617,0.057827,-0.13939,0.405631,0.17086,clean
-1.312386,-1.587291,0.835979,1.936028,-0.460079,0.046802,-0.082581,-0.016676,0.077699,-0.064833,clean
-1.685286,1.319475,-0.338503,0.362283,-0.409565,-0.419032,-0.462859,0.859231,0.256672,-0.345198,clean
-2.621927,-2.162642,-0.011269,-0.914605,0.140175,0.140281,0.325119,-0.60133,0.25918,-0.706764,clean
-2.22076,1.20883,-1.152046,-1.405214,-0.322989,-0.211053,0.002556,0.042581,-0.237704,-0.361721,clean
-2.37603,0.068577,-0.867771,-1.100543,-0.183118,-0.155122,0.116844,-0.063166,-0.512181,-0.320896,clean
5.276384,3.089786,0.532275,-0.156251,1.057506,-0.923563,2.612444,-2.211273,-1.051893,0.867641,clean
-1.27726,-1.721108,1.287275,-0.012066,0.316803,0.102784,0.019821,-0.115871,0.659757,-0.487494,clean
-0.908111,-1.698413,0.293269,1.436665,-0.247825,0.415602,0.382315,-0.332885,0.284711,0.352922,clean
-0.990737,-0.607618,0.267135,1.940282,-0.47533,-0.030156,0.06116,0.250116,-0.713991,0.152051,clean
0.390633,-1.706708,2.054061,0.682192,0.49315,-0.609031,-0.547071,0.913086,0.376282,-0.994207,clean
-2.68442,-2.184497,0.036779,-0.917893,0.054387,0.17122,0.248391,-0.597515,0.27605,-0.731736,clean
-3.01871,-0.336431,-1.047693,-1.321673,-0.311626,-1.02441,-0.223341,0.116327,-0.756287,-0.771841,clean
-0.645855,2.78962,-1.197022,-1.246585,-0.115508,1.180871,0.761221,-0.455383,0.547291,0.695136,clean
-1.022965,-2.369396,-1.34408,-0.331783,2.007178,0.431006,1.321452,0.717904,0.605913,-0.217414,clean
1.522534,4.035467,-0.149189,0.880911,-0.113147,-0.408611,0.848924,-0.190798,-0.774156,0.003982,clean
1.16997,0.690442,-1.368429,-1.139175,0.931239,0.714924,1.781247,-0.353214,-0.436488,1.304574,clean
-1.825764,-2.04813,-0.121778,-0.439919,0.16253,0.897551,0.608729,-0.451201,0.095857,0.19011,clean
-2.384009,-2.158476,-0.117151,-0.649319,-0.048696,0.398362,0.330351,-0.572946,0.276589,-0.147948,clean
4.672436,-0.012603,-4.831107,1.526012,6.156807,-0.82856,1.183239,3.040619,-0.200933,-0.054488,clean
-2.646904,-2.156863,0.02167,-0.920515,0.087852,0.15009,0.301367,-0.630742,0.247603,-0.701792,clean
0.07745,2.855612,-0.564367,1.138497,-0.45879,-0.207117,0.511894,-0.471038,0.167492,-0.230641,clean
-0.035118,0.220306,0.253862,1.586161,-0.762643,0.367189,-0.012438,-0.231715,0.303,-0.445243,clean
-2.862464,-0.073969,-1.570684,-1.288191,0.411346,-1.057813,-1.017373,-0.040499,-1.03496,-0.807611,clean
7.514535,-1.922612,3.461957,-2.801339,0.306429,2.288441,-0.385277,1.760218,-1.713528,-0.638582,buggy
0.048157,3.031854,-0.688223,1.249755,-0.591999,0.190277,0.189123,0.380739,0.196136,0.484038,buggy
-0.695221,-1.649602,0.811282,0.470007,0.084032,0.174805,0.300332,-0.282613,0.494547,0.184883,buggy
0.385169,2.112017,1.244299,0.316406,0.198835,-0.508602,-0.069714,0.283158,-0.694526,-1.097545,buggy
1.259198,3.476496,1.065075,0.272045,-0.202862,0.721275,-0.270161,0.596153,0.231752,-0.610437,buggy
-1.387824,-2.131357,-0.56078,-0.404466,0.727092,0.783889,0.895609,-0.095383,0.193767,0.17353,buggy
0.561993,0.285984,1.173107,1.229048,0.040996,0.054857,0.478499,-0.38902,-0.576577,-0.565093,buggy
1.509743,1.390606,1.131439,-0.034906,-0.706087,0.883012,-0.574305,0.611135,0.11991,0.020467,buggy
9.079644,1.540822,-0.931235,-1.778642,-3.47533,-0.401258,-0.88812,-2.087644,1.806314,-1.862724,buggy
0.018016,3.165179,0.075281,-2.371246,0.157183,-0.844107,0.072235,-0.038145,0.592986,1.496485,buggy
0.186424,-0.623679,0.27583,1.216945,0.233009,0.052545,-1.343502,-0.124337,-0.968274,0.58626,buggy
-1.343529,-1.827025,0.397614,-0.609026,0.202311,0.392331,0.485454,-0.529995,0.352922,1.14677,buggy
-1.312712,0.773896,0.192547,1.15488,-0.411748,-0.14613,-0.801189,0.355171,0.014851,-0.573163,buggy
-1.585614,1.476955,-0.811198,-1.348832,0.038688,0.053508,0.45134,-0.187391,-0.376198,0.154454,buggy
0.580688,-1.464321,1.134433,-0.204728,0.205213,0.459072,0.583165,-0.352377,-0.019398,1.288263,buggy
0.728263,-1.061921,2.213588,-0.526467,0.872567,-0.132089,0.470595,-0.221067,0.202877,1.325111,buggy
2.770529,1.320262,0.020693,0.857425,0.239145,-0.053389,1.256732,-0.201537,-0.795598,1.470476,buggy
-2.625993,-2.297357,-0.223304,-0.933463,-0.219581,-0.254985,0.134519,-0.772829,0.470931,-0.313562,buggy
0.377874,-2.067609,0.58342,0.086715,0.160919,0.852142,-0.315468,0.495385,0.174365,0.232266,buggy
1.016613,-2.260004,-0.728582,0.296403,1.618211,0.740658,0.952924,1.433886,0.604902,0.478841,buggy
0.324419,2.389404,-1.64497,0.078442,0.315986,1.469688,-0.159035,0.32507,3.042295,-0.563885,buggy
2.077582,3.182665,0.285875,0.437613,-0.366196,0.34945,0.26102,-0.064831,0.221079,-0.201348,buggy
0.000022,-1.889275,0.377794,0.3345,0.347149,-0.091832,0.507557,-0.481,0.736208,-0.589983,buggy
2.043492,1.147457,1.34115,0.043546,-0.808002,1.119674,-0.580857,0.594539,-0.217498,-0.522081,buggy
0.487178,-1.526289,2.008355,0.107855,0.321671,0.882273,0.091403,0.04561,0.06758,-0.182074,buggy
1.914339,2.920627,-0.727927,-0.09245,-0.53406,1.769926,-0.147901,-0.611658,2.645129,-0.344084,buggy
3.189631,-1.950319,1.952429,-1.451918,-0.614878,-0.136766,-0.296583,-0.561235,0.024813,0.343892,buggy
0.256468,-1.547429,0.651005,1.851957,-0.550985,0.134385,0.26085,-0.314563,-0.01639,0.628088,buggy
2.230974,2.506902,0.595965,0.600776,0.674387,-2.111935,1.44681,-1.584205,-0.250654,0.644195,buggy
2.59674,3.459899,4.627038,-1.091945,1.959448,1.241627,-0.004272,1.036017,-0.51671,-0.959006,buggy
-1.616359,1.089803,-0.886622,-1.219638,-0.142125,0.320944,0.128307,0.331772,-0.631286,-0.054401,buggy
0.826011,-1.209479,2.768599,0.243644,0.430552,-0.39041,-0.07948,-0.558004,0.712853,-0.227203,buggy
2.699209,3.6727,0.526728,-0.578027,-1.274617,2.558834,-0.805976,0.918326,1.765967,0.095888,buggy
10.345968,-1.547997,-7.102471,-0.223124,5.15133,1.482465,-7.651881,-0.453617,-0.545441,0.398907,buggy
-1.407345,0.40263,-0.822172,-1.397559,-0.380107,1.010134,-0.220363,-0.051351,1.681073,-0.491839,buggy
11.783431,-3.291674,-2.079892,-1.349136,0.725836,-2.274881,0.94808,0.481357,0.54798,-0.851841,buggy
-0.26923,-1.906745,1.103736,1.070559,-0.293752,-0.399755,-0.882511,0.404159,0.155007,-0.780733,buggy
-0.771608,1.038919,1.530045,0.47919,0.121254,-0.879217,-1.247908,0.70889,0.506674,-0.130011,buggy
2.616823,3.894986,2.210802,0.065754,1.230941,-2.059141,0.71657,-0.704944,0.473627,-0.085832,buggy
-0.781062,-1.788684,1.180947,-1.213,1.141712,0.187596,0.349629,0.124234,0.571555,0.513725,buggy
2.016567,-1.742078,1.593609,0.343725,-0.220913,0.476936,-0.294656,-0.57103,-0.16633,-0.847297,buggy
3.163714,-1.233097,3.718645,-1.649692,0.572979,-1.925563,-0.209574,-1.705513,1.796651,-0.036584,buggy
0.740154,-1.629337,1.289216,1.305759,-0.505896,0.379332,-0.000458,-0.216445,-0.03857,-0.465296,buggy
-0.578392,-1.693646,-0.05351,1.565603,0.533256,0.475761,-0.382919,-0.414224,-0.188391,0.497501,buggy
-0.08666,2.524561,-0.6771,-1.987528,-0.290235,-0.298553,0.195245,-0.222505,0.467159,1.231468,buggy
-0.591743,-1.573021,0.591097,1.294793,-0.224094,-0.093823,0.300716,-0.364987,0.348711,0.426034,buggy
7.081161,1.774706,17.240184,-7.7337,7.656555,3.864717,-1.367362,3.37264,-1.155097,-3.771309,buggy
2.571954,-2.071103,0.104021,1.059528,-1.539751,0.464939,0.042223,-0.240969,-0.341029,0.599131,buggy
2.580662,2.320172,-1.626104,0.692947,0.369831,0.681863,0.04819,-0.619822,0.802603,0.495532,buggy
1.042477,-1.878373,0.098627,1.591589,-1.220255,0.26603,0.140094,-0.319851,-0.181881,0.131693,buggy
4.80547,-0.663699,-0.300658,-0.181375,0.578099,-0.842283,1.619343,-0.183564,-1.4709,1.47956,buggy
0.004138,-1.842053,0.715698,1.678744,-0.724515,0.438212,-0.247968,0.443461,-0.039568,0.126354,buggy
0.305694,5.115531,-0.625254,-0.650675,-0.543654,1.848357,-0.710713,0.385715,2.54295,-0.503531,buggy
-0.211774,-1.120687,1.438625,0.29917,0.405279,-1.403675,0.388011,-0.642222,0.177458,1.464799,buggy
5.50889,-2.035707,1.530016,-2.326146,-0.623077,0.683208,0.048739,0.412721,-0.918299,1.438118,buggy
4.069117,-1.987228,2.081649,-0.797799,-1.180945,-1.102113,-0.608895,-1.018108,0.681437,2.047492,buggy
3.453739,3.126229,1.800767,-0.251439,0.993408,0.622959,0.986712,0.121981,-1.049939,0.329247,buggy
-0.174116,2.388365,0.128392,0.83243,-0.639277,-0.036117,-0.36143,0.497969,0.009312,-0.68216,buggy
-2.12917,-2.137876,-0.092349,-0.587502,0.152056,0.670666,0.449878,-0.416793,0.209468,-0.163509,buggy
0.234062,-0.286569,1.114979,0.581348,0.024124,-1.180881,0.165087,-0.169786,-0.494698,1.359913,buggy
0.45966,-0.963498,2.450913,0.685003,0.633555,-3.331826,-0.002459,-1.400034,1.630515,-1.326527,buggy
-0.385617,2.250004,-1.110734,1.51018,0.260071,-0.292705,-1.584585,0.084407,-0.848916,-0.388465,buggy
-2.861597,0.903648,-1.496753,-1.574214,-0.489003,-1.312046,-0.365902,0.703339,-1.479946,-0.748404,buggy
1.702782,0.733719,-0.970922,-1.382168,0.848624,0.81203,1.718468,-0.411347,-0.560857,1.419287,buggy
2.302354,-1.977285,1.899906,-0.63188,0.521054,0.272554,-0.300168,0.76242,0.81467,0.635207,buggy
3.970212,-1.702488,3.838383,-0.732544,-0.647872,1.384087,-1.178529,0.941699,-0.819854,-0.344739,buggy
1.451631,-1.338571,0.274104,2.012464,1.153845,-0.03603,1.16012,0.405816,-0.048588,0.379281,buggy
0.72184,-1.926066,0.466319,1.398365,-1.195635,0.668636,-0.100418,-0.063221,-0.195603,0.481543,buggy
1.700219,-2.040729,0.060353,1.07966,-0.636261,0.475459,-0.493385,-0.326038,-0.376548,-0.143522,buggy
-1.420498,1.935979,-1.027009,-1.408108,-0.211748,0.754515,0.174086,0.108365,0.275143,-0.205137,buggy
1.44628,4.21241,-0.487873,0.347007,-0.891227,-0.452805,0.157624,-0.226394,0.719832,1.03946,buggy
5.615926,2.980571,3.034183,-2.382863,-0.387128,2.783382,-0.676927,0.691498,0.137998,-1.130301,buggy
7.02949,-1.537468,-1.591804,-0.779273,-1.623746,-0.90829,0.696446,-0.485384,-0.483673,-0.157816,buggy
1.536167,0.693214,-0.995337,-1.302615,0.905023,0.973196,1.667065,-0.256504,-0.533759,1.221389,buggy
-0.490525,-1.345804,0.599509,2.064146,-0.254738,-0.057133,0.512638,-0.516956,-0.091259,0.235193,buggy
1.886566,-1.920933,-0.471108,0.678268,1.645918,0.787326,0.565365,0.50046,-0.03105,0.315784,buggy
5.326914,0.983678,-2.564006,0.071689,0.452288,0.646056,-1.781622,-0.494519,-0.29754,-0.303407,buggy
0.684863,-1.810642,0.998626,1.326494,-0.946932,0.874884,-0.255699,0.349586,-0.389207,0.241266,buggy
2.22112,0.755808,-0.715636,0.400842,-0.467227,-0.080956,-0.233407,-0.53714,-0.42038,-0.339729,buggy
0.229871,1.774848,1.268518,-1.200131,0.15511,-0.043232,-0.287256,0.274388,1.188131,1.180712,buggy
12.802157,-3.407186,-2.210905,-2.689259,-2.8968,-1.735645,0.369744,0.365108,-1.720939,0.257995,buggy
7.203392,-2.598203,0.443553,-1.202669,-1.9878,-0.750591,-0.944995,-1.401702,-0.013286,0.463902,buggy
