@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-21'

@attribute 0.194WCHU_rfc... numeric
@attribute -0.26ck_oo_lcom... numeric
@attribute 0.318ck_oo_numberOfMethodsInherited... numeric
@attribute -0.289LDHH_numberOfAttributes... numeric
@attribute -0.311LDHH_fanIn... numeric
@attribute -0.36LDHH_numberOfPublicAttributes... numeric
@attribute -0.516LDHH_noc... numeric
@attribute 0.426CvsLogEntropy... numeric
@attribute 0.343LDHH_dit... numeric
@attribute -0.346ck_oo_dit... numeric
@attribute 0.387LDHH_numberOfPrivateAttributes... numeric
@attribute 0.434numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.434ck_oo_numberOfAttributesInherited... numeric
@attribute 0.425LDHH_numberOfMethodsInherited... numeric
@attribute -0.337ck_oo_numberOfLinesOfCode... numeric
@attribute -0.374LDHH_numberOfPrivateMethods... numeric
@attribute 0.353LDHH_numberOfPrivateMethods... numeric
@attribute 0.426CvsWEntropy... numeric
@attribute 0.494ck_oo_noc... numeric
@attribute 0.419ck_oo_noc... numeric
@attribute class {buggy,clean}

@data
-1.477883,0.372338,1.08348,0.665853,0.312101,-0.119854,-0.11838,0.966945,-0.765422,-0.211823,0.63217,0.18466,0.191272,-0.411974,0.511173,-0.105136,-0.033857,-0.060302,0.400323,-0.339836,clean
-2.619052,0.307401,0.429111,-0.703047,-0.849362,0.161334,0.670084,-0.96279,-0.770604,-0.51509,0.319161,0.019197,-0.801536,0.549773,-0.385127,-0.631007,-0.035759,0.156943,-0.01093,-1.008039,clean
-2.522256,0.44603,-1.066182,0.642354,0.491055,0.385322,-0.194799,0.715982,0.240701,0.68643,0.102851,-0.159517,0.818436,-0.219303,-0.154243,-0.187213,-0.172434,0.036439,-0.08974,0.105468,clean
-0.461003,-3.105194,1.137266,0.461844,1.424821,1.021886,-0.409225,-1.371312,0.395138,0.618234,-1.152197,0.394696,-0.213439,-0.13963,-1.911125,-0.406665,0.952531,1.67492,0.272258,0.386405,clean
-1.1338,2.015422,-0.048287,0.896238,0.882067,-0.305968,-0.060386,0.573918,-0.575039,-0.671782,-0.01749,0.322347,-0.076734,-0.330161,-0.212463,-0.215965,0.618405,0.37894,0.302301,-0.321772,clean
-2.125311,1.830838,0.312464,-0.063415,0.420156,-0.308718,-0.162792,0.571691,0.272342,0.594646,0.197404,-0.380007,1.35278,0.357867,-0.86879,0.40075,0.1344,-0.550835,0.106427,-0.02332,clean
-1.318223,0.058935,0.275115,1.226334,-0.059056,-0.714374,0.256365,1.03891,-0.3183,0.527359,0.698894,0.484841,-0.253206,0.464664,0.281573,0.072731,0.636398,-0.209817,0.167337,0.103933,clean
-2.478458,-0.686204,-0.78414,-0.027431,-0.321833,0.519767,0.312599,-0.951713,0.546833,0.361095,-0.282264,-0.195018,0.140571,-0.110335,-0.241074,0.096156,-0.081516,0.104108,0.191607,0.096629,clean
-1.616893,-2.8764,1.454098,-0.439179,0.280675,1.076865,0.092301,-0.344025,0.804927,-0.544233,-0.380025,-0.511331,-0.118601,1.262697,0.762953,-0.202142,-0.04338,0.121015,-0.669355,0.397706,clean
-0.933243,0.849699,-0.582605,1.190665,-0.161587,-0.316444,0.442833,0.965044,-0.154703,-0.371608,-0.653161,-0.003726,-0.130933,0.284011,-0.509365,-0.353323,-0.141985,0.019798,-0.499353,0.125128,clean
-3.122607,-0.301044,-0.356156,-0.848411,-0.267161,0.538801,0.419967,-1.133496,-0.240076,0.549009,-0.137296,-0.109076,-0.668722,0.624774,-0.332584,-0.094815,-0.11032,-0.02361,-0.077535,0.112047,clean
7.341318,4.645764,5.107105,-6.485405,-7.640605,-3.617063,-2.048342,2.31313,5.488657,0.746587,-0.619697,-0.279324,0.909786,0.197044,-2.093428,0.342359,-1.846519,0.315653,-1.970502,-2.616112,buggy
-1.57518,0.016524,2.52575,-1.06813,0.127438,-0.434921,-0.777415,-3.534629,-0.230273,-1.471534,0.715968,0.525237,1.035971,-0.211512,-0.353549,-0.686298,2.494243,2.480705,-0.003159,0.618909,clean
0.916676,1.059163,-0.936346,0.843839,1.016885,0.917771,-0.452965,1.013082,-0.803593,-0.112163,-0.863353,-1.083708,0.472191,0.161984,-0.079882,-0.284119,0.170301,-0.3965,-0.049591,0.314045,clean
2.414806,2.625555,-0.796181,2.27946,2.924386,-0.585785,-0.222279,0.435599,0.318671,-1.095174,-0.682489,0.636302,-0.72819,-0.050058,-0.830967,0.588108,0.32547,0.764941,0.845838,-0.681939,clean
-2.681459,-0.905469,0.290458,-0.740603,-0.711781,0.557831,0.059879,-1.834748,0.213512,-0.405744,0.247637,0.360204,0.028629,-0.920868,0.574815,-0.13508,-0.090158,-0.06831,0.836493,-0.047294,clean
-2.49064,1.370253,0.727505,-0.221557,-0.326398,-0.224551,0.179965,0.454888,-1.292373,-0.620673,0.825067,0.183062,-0.551611,0.940691,-0.01846,-1.037121,-0.412455,0.119658,-0.083142,-0.738812,clean
0.422407,-2.537315,1.090378,2.02774,1.120727,0.611488,-0.265171,2.088689,1.429692,-0.713397,-1.040921,-0.644486,1.504307,0.628661,1.179649,-0.420962,-1.698745,0.208609,0.113212,-0.961341,clean
1.990609,-5.896844,4.184883,-0.707272,0.669284,2.768333,-0.517229,0.119793,1.103089,-2.625817,-0.924983,0.61385,1.197442,-0.119724,2.053266,-1.265305,-1.403999,-0.063671,-1.007513,-1.347691,clean
-1.871145,0.303685,-0.564515,0.98895,-0.103423,-0.298477,0.2692,0.847825,0.066188,0.408888,0.258706,-0.026414,0.388887,0.267849,-0.016935,-0.344775,0.073519,-0.007726,-0.232173,0.161475,clean
-1.971781,1.677305,1.362543,-0.12444,0.202788,-0.505022,-0.028859,0.375258,-0.399255,-1.165577,0.933479,-0.228547,1.617526,-0.729842,0.420218,0.293294,0.675003,0.730411,0.218864,0.547906,clean
-2.220124,0.631612,-0.908055,0.820291,0.645629,0.211774,-0.145028,0.548371,0.184888,0.559685,0.19675,0.001917,0.790637,-0.315273,-0.07241,-0.146946,0.02429,0.095768,0.162838,0.007409,clean
-2.6591,0.550916,2.594638,-1.787275,-0.840732,0.140558,0.697719,-1.943451,-0.864179,-2.168227,0.919676,-0.423262,0.739845,-1.350553,0.46802,-0.09016,1.08038,0.855563,0.05735,0.685819,clean
0.31669,0.088784,-0.19407,2.110975,-1.300944,-1.777394,1.473525,0.223783,-0.018215,0.266391,0.463563,1.882396,0.126117,0.140123,-0.202743,-0.604141,0.628651,-1.042392,-1.584992,0.648276,clean
-1.215854,0.267613,-0.259725,1.238178,-0.875665,-0.985764,0.769814,0.805043,-0.162686,0.149204,0.270423,0.494004,-0.145971,0.489897,-0.359969,-0.548377,0.81118,0.059567,-0.628323,0.376355,clean
1.036213,-3.165108,-1.631899,3.683279,-7.612629,-4.292194,-0.570294,-1.997564,2.635765,-1.259158,-1.021929,0.579593,0.375587,-0.170082,-0.816442,-0.886185,-1.185309,-0.353048,2.23207,0.683975,buggy
6.272249,2.711775,-0.618626,0.171279,1.501978,1.747861,-0.055382,-0.870275,-1.874118,-1.662347,-1.507937,1.520545,1.699822,-0.21777,1.290666,-2.02708,1.306331,-1.820164,0.779291,-0.720169,clean
-0.817555,1.400626,-0.417354,1.007987,1.113663,0.045499,0.034041,-0.00991,-0.258009,-0.001019,-0.250497,1.437192,0.116917,0.118063,-0.155839,-0.353129,-0.684482,-0.908194,-0.713133,0.418204,clean
-3.228652,-1.307901,-1.175985,-1.177496,0.246793,0.165282,0.267645,-1.048335,0.39593,0.733935,-0.438503,-0.176125,-0.000776,0.322909,-0.047102,0.425331,0.299386,0.036662,-0.282222,0.228983,clean
-0.13885,1.478621,0.984903,1.664951,1.507587,-0.608857,-0.374599,0.781322,-0.91037,-0.156328,0.568615,0.631235,0.304871,-0.66284,0.209909,-0.009644,0.632328,0.566704,1.291883,-1.077939,clean
2.074217,2.182501,-2.205035,1.132721,2.545303,0.047084,-0.498713,0.62566,1.073167,-0.471651,0.7002,-0.722065,-0.675279,-1.085635,-1.279861,0.931255,0.044181,0.492416,0.677631,-0.312589,clean
1.294661,0.870911,-0.025744,1.63157,1.041921,-0.021302,-0.089883,0.085685,-1.094238,0.892313,-0.058399,-0.442302,0.241786,0.339753,-0.37928,-0.199747,0.35612,1.170475,0.053585,-0.248846,clean
31.13867,-2.623603,3.914133,-5.787087,0.436116,2.399858,-4.355397,1.285358,2.013543,4.872607,2.477191,2.101553,-1.773467,-2.058413,1.871851,-2.028937,2.314571,-3.731746,2.290432,0.619191,clean
-3.03135,-0.050317,0.575277,-1.174209,-0.80467,0.55085,0.612512,-1.282184,-0.737469,-0.46244,0.27954,-0.032828,-0.891714,0.605236,-0.276329,-0.55968,-0.313691,0.060651,0.142116,-0.981305,clean
0.35708,1.518371,0.540608,1.248484,1.022016,-0.168833,0.020244,0.498553,-1.132679,-0.219801,-0.167176,-0.018047,0.000906,-0.084278,0.608805,-0.006507,-0.732358,0.327582,0.070477,-0.491925,clean
5.559411,-0.945718,-1.494236,1.4944,-2.395029,0.142903,1.845802,0.669846,-0.420228,-0.812361,-2.047665,-0.482506,1.21453,0.754571,0.097946,-1.958539,1.900866,-2.35357,-0.278208,0.480782,buggy
0.413321,3.429964,5.378922,-1.680175,-2.53035,-2.536427,1.822601,-1.356147,-2.152309,-2.115935,2.186541,0.577867,1.825131,-0.514855,0.22817,0.161702,0.731698,-2.360306,-1.479032,2.399864,clean
-0.25197,-4.13396,2.471802,0.567845,-0.163604,0.74421,0.213017,0.373585,-0.063051,0.449268,-0.636536,0.353946,-1.479349,0.156862,0.144864,1.318148,0.003286,-0.933252,0.928397,-0.542419,clean
-0.93271,1.443019,-0.57319,1.202532,0.750985,-0.05468,-0.020262,1.117036,-0.349877,-0.40427,-0.745074,0.130944,-0.509969,0.057187,-0.554099,0.20429,0.098087,-0.072275,0.123474,0.087064,clean
-2.212501,-0.503932,-0.317856,-0.515825,-0.418502,0.773249,0.67383,-0.893946,-0.002874,-0.269895,-1.123191,-0.114483,-1.397791,0.365477,-0.714572,0.464675,0.022753,-0.346946,-0.145252,0.279002,clean
4.519555,0.225825,-0.794029,0.243382,-3.183145,-1.80056,-4.153386,-1.693143,2.820271,-0.003456,-0.944045,-1.525793,-2.365772,-1.711951,0.857855,-0.680867,-1.28361,0.235476,1.839263,0.342156,clean
-2.062112,0.238335,-0.16257,0.83139,0.338835,0.047957,-0.200615,1.030298,-0.379353,0.69193,0.389187,0.154281,0.370963,-0.151319,0.004418,-0.056941,-0.090571,-0.215007,0.280283,-0.024069,clean
-2.46015,-1.845522,0.19619,-0.407774,-0.264121,1.004112,0.438575,-0.902661,0.493963,0.164362,-0.261332,-0.276161,0.103006,-0.134881,0.129111,0.159171,-0.394969,-0.136825,0.040319,0.114612,clean
-1.681524,-0.569679,2.563823,-1.165055,-0.482134,0.414841,0.467732,-0.802388,-0.539044,-2.278323,0.393188,-0.454335,0.236754,0.202607,0.76188,-0.634112,-0.496664,0.604161,-0.005396,-1.096045,clean
-2.316466,1.213249,-0.401783,0.654985,0.053118,-0.268376,-0.871114,0.279766,-0.471556,0.180701,0.320999,0.222951,0.00067,0.533907,-0.071249,-0.590193,-0.467043,0.340952,0.843078,0.9974,clean
-2.160807,1.303802,0.003379,0.587866,0.414344,-0.19849,-0.122915,0.852734,-0.789101,0.355454,0.456397,0.135246,-0.189968,0.650172,0.053907,-0.48364,-0.195569,0.025542,-0.084937,0.287001,clean
-1.7649,1.39409,0.601727,0.364557,0.221725,-0.197099,-0.048728,0.763753,-0.616062,-0.615783,0.384294,-0.132177,0.624225,-0.592919,0.161162,0.074358,0.197447,0.182944,0.178211,0.052884,clean
1.427358,-0.994887,0.212951,2.728788,-0.546237,-0.724665,0.758773,1.871804,0.055217,-0.706083,-1.513666,0.090825,-0.739771,-0.483007,-1.207361,0.409291,1.234953,-0.293106,-1.014619,0.29275,clean
6.480894,1.633806,0.254224,3.283526,0.229514,-1.291858,-3.307595,-2.07794,-2.186577,1.170525,-0.19984,0.932933,0.572134,0.275062,1.561634,0.00271,-0.981593,-1.895754,-1.451232,-0.889338,buggy
-3.275287,-0.746097,-0.835706,-0.689225,-0.296472,0.975648,0.404108,-1.219729,0.394502,0.604302,-0.187276,-0.302356,0.01168,-0.14062,-0.297667,0.109079,0.002905,-0.108469,-0.044167,0.158064,clean
0.766171,0.967462,-1.332226,-1.811069,-2.215421,0.287565,-1.26148,1.504112,-0.864309,0.180628,2.118345,0.894765,-1.25924,1.409633,-1.248138,-0.82271,-0.574118,0.385861,-0.907659,-1.004986,clean
-1.538755,0.280666,0.237025,0.74359,0.75446,0.237553,-0.155914,0.718287,0.180967,-0.560591,0.153001,-0.264867,1.217361,-0.747045,0.494154,-0.382319,-0.355084,0.364394,-0.033837,-0.307203,clean
-2.130139,1.412556,0.304251,0.347037,-0.289919,-0.447127,0.153473,1.008788,-0.891857,-0.385732,0.586009,0.061517,-0.090645,0.713168,-0.149048,-0.811891,-0.287893,0.265445,-0.155095,-0.74002,clean
0.142653,-0.321762,-0.311463,-0.623186,-0.729528,1.286666,0.82873,-0.541198,0.448401,-2.706809,-2.456231,-0.404734,-0.400213,-1.56965,-1.029467,1.27813,0.480199,-0.205732,-0.528147,0.646358,buggy
-1.958379,-0.54394,-0.253003,0.702753,0.641092,0.264817,-0.191139,0.53467,0.374304,0.759366,0.545839,0.574498,0.668744,0.045302,0.537447,0.1439,0.22763,-0.389244,-0.091687,0.208456,clean
-2.556954,0.344999,-0.419693,0.481849,-0.086929,0.136732,-0.469874,0.489754,-0.284062,0.556322,0.369654,0.093746,0.24188,0.054305,-0.067897,-0.276246,-0.263141,-0.09253,0.433918,0.629714,clean
-0.017353,4.434449,4.596272,-2.933252,-0.769394,-1.828624,-0.012423,0.699015,1.33614,2.01768,-0.411839,-1.958911,1.646159,1.213644,-1.815887,1.835814,-0.162475,-1.489299,0.103887,1.839671,clean
2.510645,1.909793,-0.798886,1.579863,1.650718,0.605359,-0.221992,0.703116,-0.944207,-0.701856,-1.615453,-0.814565,-0.141719,0.012395,-0.306649,0.202514,0.089564,-0.254845,0.832738,-0.382687,buggy
0.053188,-0.14285,-0.395424,1.692492,1.656548,0.151724,-0.149704,0.349234,0.845698,0.070974,-0.319651,1.23642,0.778764,0.052947,0.207272,-0.141533,-0.027527,-0.738664,-0.79576,0.337751,clean
-1.881831,-1.799425,-0.364867,-0.148562,-0.668041,0.776978,0.204601,-0.942346,0.652791,0.056365,-0.770956,-0.071453,-0.448685,-0.018907,-0.329589,0.461688,0.13552,-0.153037,0.246689,0.617886,clean
9.720246,2.543008,-5.361609,-2.069804,-0.624917,3.695422,-0.365445,2.46204,-0.78088,-1.750571,-2.174474,0.458624,-0.271147,-0.356715,-0.745067,0.825154,3.13591,-0.916268,1.453076,0.516126,clean
-2.294563,0.608324,-1.132176,0.738211,0.613094,0.329375,-0.207601,0.591886,0.169288,0.775423,0.15036,-0.097925,0.74627,-0.279473,-0.219188,-0.088963,0.021584,0.046537,0.081699,0.043968,clean
17.91211,-6.918208,-1.304153,-5.250795,-3.061478,6.682951,-0.924704,4.734273,-0.978658,-0.329546,0.488214,-0.516185,2.245045,2.762993,2.027625,-2.588615,0.102532,-0.683746,0.46959,0.101305,buggy
4.774932,2.714973,-1.877095,-0.163352,0.165905,1.694176,-0.165463,0.221686,-2.364485,-1.083969,-2.024714,-0.93548,-0.007464,-0.206118,0.31353,0.060057,0.892879,-1.17037,0.619515,0.51694,clean
-2.318941,-4.219359,-3.059166,-5.417839,3.550356,-5.965933,-0.257443,-0.59939,-1.149415,0.348632,-1.455438,0.591106,0.469048,0.459879,0.53924,0.628716,0.338631,0.002368,-0.611028,0.250515,clean
10.135919,-0.850511,-4.675083,5.794916,-10.320421,-7.159183,9.044454,-0.489282,1.520565,-0.277412,-1.016803,-0.510858,2.147856,0.39272,-0.942491,-2.081827,-1.068649,1.658616,0.103438,0.944765,clean
-1.376132,0.353629,-1.052543,1.82975,-1.89106,-1.463904,-1.205076,0.093679,0.144154,0.237168,0.077671,0.014647,0.10639,0.045777,-0.360795,-0.299498,0.333629,-0.062529,-0.225834,0.417835,clean
-3.117698,-0.978506,-0.741561,-0.651797,-0.195101,0.94529,0.394995,-1.154961,0.592242,0.516856,-0.178611,-0.320074,0.037659,0.121,-0.087797,0.089474,0.017913,-0.056788,-0.090276,0.138802,clean
-2.56841,0.499065,-0.209778,0.330863,0.037528,0.170291,-0.017667,0.528469,-0.457611,0.394876,0.521676,0.016645,0.277887,-0.102335,0.031637,-0.312596,0.011844,-0.231139,-0.100976,0.458243,clean
-3.277696,-0.836547,-1.015808,-0.649729,-0.223634,0.938495,0.380458,-1.161398,0.521492,0.786239,-0.254735,-0.282558,0.012347,-0.007766,-0.377176,0.135735,0.004729,-0.058133,-0.017979,0.075906,clean
-1.047671,-0.951548,-1.569539,-1.441308,-1.778223,1.542692,0.71286,-0.899715,-0.380291,1.153218,-0.356632,0.225658,0.567034,0.294019,0.334069,0.538629,0.197212,0.886513,-0.442809,0.279102,buggy
-1.770106,1.108167,-0.351673,0.657512,0.226124,-0.057554,0.188833,0.716299,-0.527582,-0.019921,-0.459166,0.044264,-0.761901,0.45349,-0.427549,-0.064765,-0.07082,-0.186704,-0.152096,0.474852,clean
-3.119262,-2.157937,-1.472795,-2.080304,1.014076,-1.249803,0.124171,-0.860218,0.147898,0.642639,-0.815014,-0.001263,0.028282,0.844816,0.452573,0.863316,0.712728,0.21591,-0.699057,0.504711,clean
1.813021,1.032765,-1.430846,2.750114,0.441356,-1.118095,0.757463,0.567694,0.067869,0.537877,-0.472966,-0.334002,0.631367,-0.439203,-0.348206,0.637011,0.853864,1.013213,0.187223,-0.387824,clean
-2.947254,-0.736848,0.650555,-1.246525,-0.497087,0.245569,0.52668,-1.330862,-0.5195,-0.345083,0.257249,-0.159641,-0.089187,-0.253244,0.179497,0.189763,0.347211,-0.160814,-0.177771,0.869892,clean
-0.273212,-12.133176,-9.252415,-18.658146,11.488975,-22.690851,-2.14467,2.928837,-5.475527,-1.067116,-2.683321,0.961035,0.778805,-1.284372,-0.374445,-0.011285,-0.561025,0.124886,-0.22087,-0.348449,buggy
-2.772847,-0.56128,1.187072,-1.341433,-0.8149,0.643441,0.73894,-1.502908,0.065627,-1.49805,0.33272,-0.582021,0.775601,-1.565294,0.790599,0.205509,0.187589,0.159973,0.131245,-0.094559,clean
2.547667,0.601045,-1.754025,3.104121,-3.240446,-2.763138,2.8978,0.783669,0.11348,-0.813928,-1.513689,0.093373,-0.931606,0.113495,-1.571375,0.006713,2.044482,0.350183,-2.043295,0.61081,clean
0.294864,1.860959,0.245112,-0.528926,-0.244035,0.639047,0.099182,0.090602,-1.903196,-0.890628,0.604218,-1.409493,1.168727,-1.517091,1.507354,-0.639748,0.415929,0.064457,0.117037,-0.381442,clean
-2.502083,0.706155,-0.679382,0.520008,0.243771,0.159606,-0.043687,0.708306,-0.125975,0.462494,0.234607,-0.089059,0.452543,0.127347,-0.074173,-0.358012,-0.309651,-0.01342,-0.069565,0.183889,clean
3.250511,2.321404,-1.281333,1.201225,0.939863,0.359732,-1.006779,-1.195292,-1.917501,1.200701,-0.389238,-0.777612,1.065966,0.924954,0.967233,-0.639031,-0.662479,0.381418,1.402472,0.64473,clean
-2.603731,-0.650649,-0.987261,-0.353131,0.077867,0.878544,0.215596,-0.75581,0.593614,0.580825,-0.228198,-0.144516,0.097012,0.066516,-0.101575,0.343143,0.020205,-0.012817,0.08472,-0.081893,clean
-1.013018,-2.447547,0.500206,0.031612,-0.544658,0.845104,0.707994,-0.179121,0.413554,-0.496891,-1.400347,0.288866,-1.535535,0.002091,-0.807367,0.986081,0.394077,-0.621693,-0.004681,0.539518,clean
-2.986137,-0.028206,0.571458,-1.156254,-0.769125,0.538889,0.616744,-1.326183,-0.72749,-0.464023,0.280089,-0.015749,-0.891316,0.607289,-0.274129,-0.554602,-0.31062,0.07437,0.168904,-1.024223,clean
-1.945634,2.22921,1.685454,-0.149903,-1.621799,-1.512145,-3.102992,-0.512671,-0.51695,-0.701362,0.775158,-0.546819,0.782799,0.094767,-0.186688,0.122917,0.363792,-1.016794,-0.752845,-0.339403,clean
-3.218988,-1.254174,-1.163411,-1.122612,0.220158,0.235759,0.275567,-1.069437,0.412734,0.73755,-0.419471,-0.180897,-0.002673,0.295375,-0.073236,0.404455,0.280641,0.031174,-0.249029,0.201325,clean
-3.251682,-1.128946,-1.113499,-0.987431,0.08526,0.463194,0.29785,-1.087939,0.448148,0.753155,-0.359237,-0.212939,-0.006894,0.213034,-0.152297,0.333124,0.212366,-0.001074,-0.194467,0.170936,clean
-1.708008,0.199578,0.052718,0.803525,0.036833,-0.526847,0.222111,0.776457,-0.212056,0.394778,0.624957,0.30867,-0.2906,0.724603,0.315963,-0.029351,0.615074,-0.08303,-0.232652,0.321881,clean
-2.210535,0.074936,-0.069913,0.252307,0.281276,0.399947,-0.004299,0.558908,0.298239,-0.416494,0.168549,-0.385037,1.062121,-0.578637,0.585957,-0.263504,-0.369337,0.145367,-0.172134,-0.145778,clean
-3.215773,-0.449966,-0.033586,-1.093312,-0.577271,0.845597,0.571146,-1.422275,0.06224,-0.393771,0.166196,-0.40212,0.037644,-1.041391,0.287194,-0.211363,0.248366,0.037474,0.027176,-0.53711,clean
-1.911318,0.601534,-0.182587,0.746409,-0.057825,-0.400752,0.270047,0.633237,-0.346012,0.331145,0.414177,0.141843,-0.126924,0.504885,0.038471,-0.273908,0.253592,-0.024075,-0.265768,0.291702,clean
8.404946,-1.314448,-4.580337,-4.737617,-8.039959,4.806505,-3.947569,-0.331776,-1.414899,-2.720006,-4.006959,3.185845,2.487563,0.815985,0.972931,-1.049365,3.026811,-1.40545,0.014195,0.122198,buggy
-1.567469,-3.035954,1.590658,-0.468087,0.318891,1.151424,0.132508,-0.789977,0.989226,-0.56533,-0.044473,-0.098357,0.57098,0.377185,1.271741,-0.253427,-0.082058,-0.078961,-0.441879,-0.221484,buggy
-2.544234,0.682837,1.214557,-1.688827,-1.326967,0.399694,0.884284,-1.174669,-1.290722,-2.077231,-0.114146,0.153624,-1.758749,0.947935,-0.761039,-0.693976,-0.264991,0.169763,0.076444,-1.92603,clean
-2.067528,-1.056426,-0.687721,-0.405257,0.797882,0.702314,0.416998,-1.966041,1.091087,0.608173,-0.028671,1.348995,-0.027307,0.39638,0.322604,0.406489,0.036667,-0.83455,-0.777539,0.466454,clean
1.664795,1.558941,0.639112,1.971681,1.300171,-0.204053,-0.043821,1.190599,-0.965058,-1.512187,-1.170576,0.133824,-0.739052,-1.272717,-0.581296,0.867718,0.478085,-0.024421,0.79704,-0.408376,clean
-2.531505,0.295914,-0.413285,0.420674,0.214191,0.339797,-0.12106,0.654136,-0.251107,0.60744,0.232257,-0.0729,0.388701,0.038454,-0.314713,-0.466706,-0.263041,-0.006582,-0.225953,0.32207,clean
-2.020393,2.992284,3.443348,-1.590004,-0.930723,-1.036111,0.17884,0.575238,-1.203528,-1.799122,0.989716,-0.327069,1.23802,1.450467,-1.127946,0.063376,-0.396903,-0.013934,0.321839,-1.222368,clean
12.349079,1.664505,-1.986336,-0.567386,1.834589,1.360441,0.360213,0.912374,1.178249,-4.464436,-0.119565,-1.196992,-2.651963,-0.928253,-0.862668,1.30994,-1.253181,-1.053925,-1.492986,1.059483,buggy
-1.383091,-0.985075,-0.969433,0.083654,-0.429179,0.27643,0.281624,-1.487107,0.333075,1.063348,-0.013984,-0.557083,-0.176747,-0.219142,-0.360169,0.606116,0.02246,0.169387,0.94355,0.164667,clean
-1.449174,0.869542,0.293451,0.89654,-0.737089,-0.676943,-1.435967,0.282353,-0.0869,-0.893404,0.139665,-0.309604,0.849901,-0.9453,0.229358,0.281201,0.32234,-0.022609,-0.331002,-0.400669,clean
-0.781525,-0.027163,0.562651,1.167931,0.970954,0.160548,-0.117629,0.578778,-0.08238,0.050014,-0.219342,0.211394,0.159833,0.553432,-0.288228,-0.513787,-0.09751,0.913492,0.443388,-0.210822,clean
-3.117698,-0.978506,-0.741561,-0.651797,-0.195101,0.94529,0.394995,-1.154961,0.592242,0.516856,-0.178611,-0.320074,0.037659,0.121,-0.087797,0.089474,0.017913,-0.056788,-0.090276,0.138802,clean
-1.580907,0.533202,-1.167984,0.809268,0.667463,0.558519,-0.194302,0.864126,0.327014,0.090226,-0.541445,-0.105891,0.560397,-0.318766,-0.37456,0.03333,-0.133326,-0.034604,-0.131641,0.093361,clean
6.029578,-0.040428,-0.851849,1.351778,1.64128,0.204995,0.945074,-0.962102,1.170895,-1.149366,-0.311172,0.65299,0.820819,0.401047,0.784541,-0.979284,-1.874295,-1.895326,-1.554642,0.471541,clean
-2.867574,-0.714747,0.075407,-0.865208,-0.502029,0.607694,0.729791,-1.700185,0.277898,-0.206571,0.294746,0.191669,0.298126,-0.669464,0.360466,-0.022891,0.165559,-0.225464,-0.016475,0.157766,clean
-3.032194,-1.23298,-0.735765,-0.58136,-0.102593,1.015694,0.313853,-0.993679,0.714883,0.648746,-0.264945,-0.308759,0.017833,0.220802,-0.072387,0.208021,-0.028422,-0.057686,-0.064171,0.005619,buggy
-2.276694,0.706637,-1.150245,0.785139,0.700804,0.311046,-0.249274,0.677703,0.214843,0.699067,0.133733,-0.08031,0.817735,-0.256342,-0.184329,-0.155482,-0.04313,0.074006,0.027561,-0.006333,clean
-0.225798,1.009399,-0.901759,1.8329,1.690814,0.16602,-0.459083,1.207993,0.292747,0.000551,-0.610376,-0.034381,0.635157,-0.442298,-0.294906,0.346204,0.126866,0.36198,0.437671,-0.376618,clean
-0.61497,1.40732,0.841436,-0.092022,-0.172696,0.070764,0.267292,-0.023635,-1.87155,-0.706522,0.892114,-0.82787,0.289292,-0.456687,1.066607,-0.84489,0.574035,-0.140106,-0.138672,0.868615,clean
-3.251682,-1.128946,-1.113499,-0.987431,0.08526,0.463194,0.29785,-1.087939,0.448148,0.753155,-0.359237,-0.212939,-0.006894,0.213034,-0.152297,0.333124,0.212366,-0.001074,-0.194467,0.170936,clean
-1.59294,0.912536,-0.788378,0.650513,0.003078,0.096224,-0.255251,0.696835,-0.699478,1.062668,0.453073,-0.133939,0.593655,0.107795,0.258507,-0.006007,-0.343111,0.399157,0.304028,0.279523,clean
1.801475,2.54682,-0.336795,0.956713,1.487475,0.090352,-0.273838,0.809129,-0.755208,-1.547641,0.113363,-1.480869,0.311174,-1.205898,0.254679,-0.125791,0.410658,0.206005,0.358008,-0.467599,clean
-3.245924,-1.173684,-1.129121,-1.034947,0.125643,0.388716,0.290299,-1.078038,0.435093,0.74835,-0.379054,-0.203735,-0.005364,0.240502,-0.125999,0.356176,0.234121,0.00836,-0.216405,0.185447,clean
-2.525904,-1.662557,-0.378529,-0.647711,0.326865,0.859517,0.320297,-1.21975,0.970589,0.221263,-0.370093,0.002389,0.333201,0.708465,0.50503,-0.087204,-0.252189,-0.080891,-0.505724,0.170734,buggy
-3.251682,-1.128946,-1.113499,-0.987431,0.08526,0.463194,0.29785,-1.087939,0.448148,0.753155,-0.359237,-0.212939,-0.006894,0.213034,-0.152297,0.333124,0.212366,-0.001074,-0.194467,0.170936,clean
-1.733896,-0.115897,2.540097,-1.273122,-1.200781,-0.258783,1.013896,-0.987062,-0.593243,-2.768091,0.726007,-0.211372,-0.083948,-0.33768,0.996707,-0.37364,0.19177,0.621615,-0.087246,-1.301063,clean
