@relation 'data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-18'

@attribute 0.194WCHU_numberOfLinesOfCode... numeric
@attribute -0.361WCHU_numberOfPublicAttributes... numeric
@attribute 0.371WCHU_fanIn... numeric
@attribute 0.403ck_oo_numberOfMethodsInherited... numeric
@attribute -0.317ck_oo_numberOfMethods... numeric
@attribute -0.486WCHU_noc... numeric
@attribute 0.433LDHH_numberOfAttributesInherited... numeric
@attribute 0.297WCHU_numberOfAttributesInherited... numeric
@attribute -0.277numberOfHighPriorityBugsFoundUntil:... numeric
@attribute 0.506LDHH_dit... numeric
@attribute 0.305numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.5LDHH_numberOfPrivateAttributes... numeric
@attribute -0.346ck_oo_numberOfAttributesInherited... numeric
@attribute 0.317ck_oo_numberOfAttributesInherited... numeric
@attribute -0.523LDHH_fanOut... numeric
@attribute -0.381ck_oo_numberOfPublicMethods... numeric
@attribute 0.447ck_oo_dit... numeric
@attribute class {buggy,clean}

@data
14.530047,-3.466684,-2.44379,-2.734153,5.875065,-3.152559,2.493997,-1.765605,2.078076,0.520663,-1.969208,-2.943928,-1.426965,5.155689,5.714504,-1.084644,0.233165,buggy
-2.210181,0.381388,-0.8143,1.372505,-1.582468,0.525161,-0.385704,0.182329,0.753004,-0.658941,0.601881,-0.167322,-0.380188,-0.187422,-0.134989,0.326071,0.967281,clean
0.371594,0.282251,-1.20398,5.519233,3.693935,-1.76638,-4.289945,-1.479119,-2.033301,7.192455,1.986661,-1.909042,2.367727,-0.401418,-0.211921,-0.263406,0.008526,clean
-3.234026,0.32736,0.248135,2.545986,-0.336108,0.524982,-0.503191,0.018678,1.757825,-1.250647,0.961608,-0.82835,-2.013688,-0.573063,0.433011,0.054352,1.035634,clean
2.426208,0.745691,2.36073,0.379962,1.301718,-1.445822,-0.474403,-1.177044,0.59765,-0.589948,-1.27852,0.837286,0.685282,0.90974,-0.380773,-0.13285,-0.795582,clean
2.053766,1.742736,-3.429799,-2.019177,-7.312755,1.227969,-0.841318,1.044834,-1.021269,1.492868,0.424314,0.286295,1.009555,-1.191982,-0.281581,0.779252,-1.198667,clean
-2.190217,-0.16257,0.169889,-1.487744,-0.556034,0.57879,0.187773,-0.068236,-0.400071,0.489139,0.066839,-0.294142,-0.238657,-0.098705,0.325045,0.292674,-0.824999,buggy
10.989086,0.274654,-4.71058,-2.094062,-4.101906,-0.134228,-0.389206,0.725684,-0.369747,1.407796,-1.382089,-0.092964,-1.065642,-0.068176,0.576832,1.05612,-1.08812,clean
-1.114744,-0.509831,-0.226699,-0.914297,0.573609,0.043724,-0.176968,0.13257,0.149196,-0.005921,-0.543306,-0.336036,0.210595,0.964037,-0.255403,0.298526,0.082249,clean
-2.307656,0.080172,-0.555672,2.901912,0.335901,0.015065,-0.28391,0.401754,1.420739,-1.145781,-0.578292,-1.265002,-0.337396,-0.691496,0.39409,0.156897,0.345287,clean
-3.771872,-0.005159,0.101727,-1.085345,0.056271,0.278981,-0.069734,-0.283917,-0.774921,0.022251,-0.113125,0.157876,-0.535961,-0.272939,-0.266865,-0.086275,-0.129407,clean
-1.833629,0.470386,0.192302,1.170821,-0.866079,0.557373,-0.054221,0.347488,0.612495,-0.356657,-0.36612,-0.46693,0.006174,-0.157343,-0.271425,-0.331343,0.475769,buggy
-3.501557,-0.357078,0.487844,-1.136243,0.702108,0.172985,0.002066,-0.040934,-0.177555,0.16431,-0.085182,0.295906,-0.160669,-0.102113,0.251063,-0.108645,-0.269132,clean
-1.175757,1.255466,-1.381433,8.166964,-1.972376,1.521548,2.973629,1.86042,1.332493,-1.637004,2.773219,1.347857,-2.896823,2.498362,0.806002,0.042524,-1.033448,clean
-2.76996,0.617146,0.070055,-0.338845,-2.32191,-0.018249,0.07651,-0.504446,-0.989152,-0.418003,0.488516,-0.001574,-0.197095,0.350818,-0.526609,-1.221554,0.999061,clean
-1.321453,0.297651,1.645395,0.277104,0.192518,0.107115,-0.228616,-0.790976,0.559281,-0.338222,0.057297,0.594342,-0.028957,-1.010427,-0.027669,0.206277,-0.445761,clean
3.659957,0.230955,-0.344629,2.318331,2.320648,-0.92096,-0.155262,-1.801242,0.881649,-2.019174,-1.411449,0.283689,1.255374,0.06312,-0.566702,0.953338,0.426958,clean
5.276756,-0.460285,1.055344,-2.097227,1.147817,0.600092,-0.64599,0.685593,1.211843,1.025292,-1.376813,-0.842957,-1.108242,1.98755,-0.276421,-0.20751,-0.584274,clean
-3.496823,-0.286406,0.029366,-1.19921,0.659567,0.057677,0.04558,0.008046,-0.307714,0.095747,0.041719,0.323981,-0.172393,-0.212092,0.023509,0.106978,-0.110645,buggy
11.472338,1.005671,3.296103,4.40476,0.679834,1.073885,0.979846,-4.20024,-2.660481,-4.589967,-0.422988,-2.361276,1.2239,0.405633,1.744498,2.234866,-0.387174,clean
-2.315716,0.312538,-0.10877,0.846646,-0.861754,0.437704,0.210682,0.358707,0.266698,-0.337414,-0.088572,-0.3171,-0.109717,-0.306384,0.022906,-0.142872,0.71083,clean
-1.938634,-6.96326,0.593467,-0.442611,0.179753,-0.053633,0.55175,-0.612766,-0.025409,0.356345,0.135608,0.177784,0.062681,-0.265216,0.32096,-0.038712,-0.759378,clean
-3.178817,-0.20504,-0.322944,-0.886596,-0.167929,0.210985,0.161983,-0.023072,-0.379815,0.034721,0.193862,-0.062571,-0.335215,-0.02726,0.31727,0.100791,-0.248106,clean
-3.409194,-0.194141,0.076607,-1.108405,-0.056263,0.042742,0.016573,-0.052925,-0.562604,0.041761,0.121446,0.356607,-0.175245,-0.198075,-0.184054,-0.190414,-0.083707,clean
-3.187794,-0.031576,0.080586,0.587291,0.297713,0.261957,0.062202,0.20211,0.222683,-0.34123,-0.383857,-0.17988,0.06246,-0.501388,0.201492,-0.38579,-0.185453,clean
-2.523825,0.05681,-0.35022,4.140894,-0.081067,0.280319,-0.346258,0.720272,2.092186,-1.499978,-0.266931,-1.040363,-0.212865,-1.002743,0.811054,-0.451792,0.670271,clean
-0.73352,0.779767,-0.518256,2.061687,0.620799,-0.245973,-2.154275,-1.214534,-2.230366,4.775216,2.365974,0.345002,1.224635,-0.490241,-0.681133,1.08186,0.674771,clean
-0.997097,0.717585,0.007548,1.393909,-0.48309,0.275669,-0.623893,-0.053377,1.728647,-0.26926,0.044645,-0.228045,-0.971103,-1.484753,0.490018,-0.37177,0.321891,clean
-3.414703,-0.46588,0.043101,-0.793934,0.796239,-0.025587,-0.114477,0.031165,-0.08814,-0.073619,-0.093191,0.249653,-0.00219,-0.250126,0.143743,-0.094242,-0.309016,clean
1.319693,0.296927,-0.523404,-0.204523,1.299983,-0.199499,0.120743,-0.349813,-0.506516,-1.527005,1.882221,1.364043,0.656486,-1.680193,0.275607,-0.491189,0.517588,buggy
-2.557279,-0.136117,1.024263,-0.52712,-0.098132,0.900446,0.306555,0.110321,-0.469877,-0.013914,0.108265,-0.24054,0.145827,0.142151,0.256286,-0.844244,-0.530045,clean
6.937273,1.426349,2.86896,0.938708,1.160934,-1.670032,0.953055,-3.895929,-1.599744,-1.730015,-1.489482,1.621887,0.835089,0.552788,0.554891,1.728233,-0.341434,clean
6.436478,0.355803,-1.512187,-2.176594,0.559103,0.107188,-0.07519,1.02911,1.374644,0.724015,0.229996,-0.463847,-0.258539,0.131229,-2.202403,0.89612,-0.830467,buggy
19.906298,1.409163,5.001145,-1.885021,2.564059,1.702779,4.010814,-4.410623,1.08291,-1.541253,5.784147,4.156076,4.181017,-3.744827,-2.003883,4.766876,1.562835,buggy
14.318145,-0.502903,3.990591,-1.92153,2.481607,-0.742725,-0.101185,3.065086,2.794429,0.753553,0.311054,0.715139,-0.988814,1.340081,0.660208,0.629438,0.442137,buggy
33.484295,-1.367865,-11.24437,-5.605681,0.771522,-4.536103,1.025751,4.49652,7.113928,3.417249,3.701542,6.41847,-1.056309,-1.845351,5.064184,-3.468127,-0.986182,clean
-1.67797,0.258403,1.474165,1.034458,0.219573,0.457217,-0.30366,0.131911,1.21246,-0.130167,-0.553099,-0.185295,-0.094562,-0.862409,0.439329,-0.496278,-0.216626,clean
-1.993507,-0.706904,-0.498131,-1.121294,-0.229279,0.199832,0.711606,0.085025,0.260855,0.163377,0.708518,0.000344,0.812127,0.353641,0.707128,-0.000843,0.396541,clean
9.306162,0.785508,-2.395051,-2.374046,-2.584442,-0.307146,0.95251,0.359665,2.368695,1.764468,0.982454,0.803217,1.815619,-0.244297,-3.031938,2.255838,0.679274,buggy
-2.345543,0.098875,-0.437007,2.766339,1.368036,-0.21911,-1.204336,0.330369,-0.648325,2.219526,-0.101997,-0.822615,1.264216,-0.271923,0.216724,-0.711043,0.007797,clean
4.574044,0.777302,-1.015194,-0.91389,-1.055633,0.056411,1.049799,-2.653545,-1.266781,-0.622825,-0.678262,-0.841388,0.910305,1.401209,-1.339781,1.966846,0.01339,clean
8.351131,1.192961,-2.746025,-2.091371,0.475063,-0.694971,-2.096793,1.982846,2.068807,1.435266,-2.243869,1.409451,-2.072063,0.841593,-1.169821,0.131618,-0.393783,buggy
0.704553,0.906146,3.70877,1.548824,-2.547738,-3.751532,0.448876,0.867419,0.477542,-0.514518,-0.052585,-0.343793,0.68192,-0.223479,0.406649,-0.211084,0.354415,clean
-2.676334,-0.018827,0.571387,-0.634601,-0.812064,0.617407,0.200959,-0.694132,-0.378132,0.000336,0.071814,-0.078123,0.369348,0.429121,0.228887,-1.033259,-0.16492,clean
-1.484365,-0.165935,-0.284702,-0.104816,0.153108,-0.10926,0.201896,-1.09895,-0.491339,-0.676824,-0.230526,-0.313013,0.32206,-0.116612,0.38158,0.233933,0.254853,clean
-3.598287,-0.191633,0.104373,-1.043412,0.119829,0.216414,0.07181,-0.317448,-0.659142,-0.059501,0.099986,0.328524,-0.245866,-0.071544,-0.12574,-0.434061,-0.129389,clean
12.229194,1.099453,-4.997204,0.577561,-4.940268,0.050793,-1.458735,1.35858,0.73819,0.122845,-1.323599,0.051897,0.147782,-0.938533,0.648324,1.1189,-0.246686,clean
-3.650325,-0.117852,0.166356,-0.501075,0.308025,-0.067976,-0.128015,-0.06389,-0.128892,-0.170627,0.019108,0.091675,-0.301896,-0.468824,-0.035365,-0.191243,0.01514,clean
8.227407,-0.69159,-1.218164,-0.569917,3.874186,-0.47753,-1.020325,1.62263,-0.444421,0.517759,0.709756,-0.26989,0.891415,0.95658,-0.488773,1.102518,1.320672,clean
-3.441195,-0.326834,0.056951,-1.13651,0.34453,0.141753,0.144124,-0.161313,-0.438787,0.046768,0.042943,0.191409,-0.059416,0.023773,0.188281,-0.213088,-0.210605,clean
-3.392842,-0.014649,-0.054469,-0.509742,-0.041943,0.221923,-0.205421,-0.104207,-0.124795,-0.143162,0.004043,0.128733,-0.137419,-0.42072,-0.189574,-0.069028,0.174561,clean
-3.459569,-1.137038,0.200646,-1.016798,0.814251,-0.012466,0.060788,-0.113241,-0.341146,0.027254,-0.097304,0.163857,-0.275504,-0.099769,0.265199,0.055685,-0.301614,clean
-3.515799,-0.031986,-0.146633,0.120753,0.049095,0.204234,-0.306256,-0.006374,0.313331,-0.586891,0.314301,-0.110047,-0.981803,-0.513388,-0.01273,0.000226,1.409677,clean
-3.164785,-0.140464,-0.086714,-1.06518,-0.090612,0.201246,0.182258,-0.276118,-0.539385,-0.02038,0.264465,0.352045,0.033387,0.113581,0.017769,-0.474159,-0.096414,clean
-1.758693,-3.826787,0.688273,-0.40204,0.535505,0.040981,0.020128,-0.361447,-0.01857,-0.014674,-0.406911,-0.314589,0.075234,0.198078,0.675203,0.241015,-0.286942,buggy
-1.485393,0.392196,0.626604,1.135926,0.481869,-2.334591,-1.380652,-0.161563,-1.736953,2.13724,0.829937,-0.09882,0.650854,0.150837,-0.616599,-0.305613,-0.240901,clean
-2.54848,0.405728,-0.63837,1.047157,-1.430259,0.575888,-0.337603,0.197927,0.511835,-0.564687,0.664529,0.009743,-0.808296,-0.191353,-0.252292,0.43364,1.068214,clean
0.558519,1.003332,4.525056,0.69194,-1.886985,-6.206011,0.194424,3.200197,2.174521,0.219257,0.435863,-1.718195,-0.788672,1.560835,-3.897047,-0.031885,0.258932,clean
-1.140031,0.567416,-1.269367,0.4874,-2.302168,0.590527,0.131556,0.093827,-0.367596,-0.179337,-0.49167,-0.89256,0.743228,-0.442925,-0.03627,0.097605,0.289206,clean
-2.347259,0.084586,0.669704,-0.967587,0.574885,0.235212,-0.113066,-0.585402,-0.454903,-0.125998,-0.181948,0.875781,-0.045356,0.163483,-0.112622,-0.13553,-0.222667,clean
-3.393491,-0.24638,0.000824,-1.202809,0.41561,0.115601,0.166708,-0.143619,-0.437461,0.089046,0.074591,0.175323,-0.135729,-0.073869,0.135578,-0.064302,-0.159638,clean
1.370987,-0.366096,0.045668,0.466533,1.659781,-0.205411,-0.514182,0.431924,1.060506,-0.245583,-1.725618,0.085634,-0.203246,0.434426,0.075346,-0.139971,-0.196647,buggy
-3.373394,-0.017673,-0.117728,0.602895,0.269031,0.198882,0.060721,0.220529,0.131629,-0.369571,-0.335192,-0.077274,-0.017005,-0.687001,0.04601,-0.32737,0.002137,clean
-2.755976,-0.72478,0.022505,-1.159825,0.733005,-0.013782,0.270601,-0.232178,-0.421501,-0.011893,-0.195493,-0.28014,-0.008334,0.355356,0.541704,0.213455,0.148571,clean
1.368261,1.005204,-1.157262,6.166015,-0.354066,0.326564,0.642787,0.963313,2.096407,-1.865041,-0.91033,0.207823,1.473116,-0.571533,0.075317,-0.347842,0.040312,clean
-1.579641,0.692008,4.071355,1.002235,-0.782264,0.474223,-0.264069,0.536457,1.808884,0.68226,-0.728786,-0.753755,-0.261003,-0.969648,0.513645,-0.29289,-0.051036,clean
-3.134354,-0.242091,-0.13535,-1.223494,0.178968,0.136304,0.119318,-0.057498,-0.406085,0.112489,0.062077,0.173583,0.042376,0.040602,0.194688,-0.014551,-0.184657,clean
-1.717126,-0.128006,0.555912,-1.096849,0.807062,-0.38708,0.239002,-0.424337,-0.22448,-0.065562,0.141204,1.025689,0.21454,-0.159564,-0.192206,0.352273,-0.186235,clean
0.600516,-0.192142,-0.056127,-1.443072,1.908533,-0.392708,-0.865612,0.345013,0.274445,0.285697,-1.347909,1.014243,-1.208717,1.019001,0.452228,-0.720368,-0.326547,clean
-1.420288,0.079377,0.411729,-0.4871,0.0969,0.258443,-0.022777,-0.730734,-0.218234,-0.201319,-0.277239,0.124916,-0.028385,-0.21008,0.323311,0.618369,0.176075,clean
-3.733616,0.188024,-0.124435,0.611012,-0.356239,0.378671,-0.283953,-0.114984,0.15516,-0.733125,0.509358,-0.125046,-1.552836,-0.360804,-0.084117,-0.043395,1.205469,clean
-3.368071,-0.276926,0.116203,-0.727203,0.271982,-0.108533,0.028106,-0.156812,-0.304747,-0.13877,-0.042331,0.072374,0.16186,0.055751,0.241482,-0.455232,-0.341031,clean
-3.908908,0.006141,0.078185,-0.455452,0.283878,0.151833,-0.236265,-0.267666,-0.417801,-0.250486,-0.105601,0.038048,-0.644211,-0.524508,-0.156216,-0.228759,-0.155736,clean
-2.747535,-0.014123,-0.530701,-1.043096,-0.809893,0.361068,0.127985,-0.047542,-0.486661,0.169378,0.225337,-0.209671,-0.293339,-0.228653,0.185674,0.256488,-0.116632,clean
10.371808,-0.044463,-0.757936,-1.466904,0.720557,0.588286,-0.849791,1.101038,-0.08489,-1.373486,0.981421,0.841524,1.484959,0.940354,-0.760257,0.560218,1.373154,clean
3.980319,0.482566,0.046524,-2.041865,1.80497,-0.531932,0.636536,-0.210459,2.112137,1.361842,0.258244,1.87304,-0.668986,-1.035903,-0.017382,-0.511797,0.047364,clean
-3.14922,-0.149702,-0.082913,-1.062122,-0.215332,0.277102,0.245096,-0.377159,-0.664142,-0.05564,0.261334,0.213411,-0.029531,0.181083,-0.038167,-0.44824,-0.010123,clean
0.35709,0.008137,-1.166568,-0.275127,0.082127,0.165105,1.121004,0.692248,0.1685,0.016153,0.29355,-0.196336,-0.425301,-0.758863,0.139354,-1.23161,0.159248,clean
-3.451208,0.386231,-0.546592,3.260118,-0.469489,0.247346,-0.54755,0.119963,1.859886,-1.597492,1.1111,-0.766782,-1.953757,-0.600378,0.492739,0.142073,1.345073,clean
-0.895893,-1.150853,-0.685203,-1.314562,-0.496808,0.53816,0.46977,0.884438,-0.095806,-0.105105,1.194935,-0.611729,1.592472,0.264797,0.779407,-0.123757,0.119403,buggy
-2.44269,-0.057848,1.15813,-1.263514,-0.200288,0.77517,-0.027351,-0.073784,0.172553,0.680052,-0.281489,-0.108736,-0.087429,0.134186,0.060237,0.085477,-0.312572,clean
0.413099,-0.774962,-0.332507,-1.4401,0.528587,0.031238,-0.122379,0.096121,-0.009323,0.209883,-0.878546,-0.42395,-0.006346,2.034482,0.282018,-0.422588,-0.508871,clean
-3.593351,-0.442059,0.228236,-1.136351,0.718987,0.262326,-0.133272,0.25892,-0.633945,-0.203664,0.360111,0.2184,-0.315355,-0.3982,-0.188146,-0.242948,-0.064948,clean
-1.034955,-0.069606,-0.124077,-1.470385,0.882881,-0.003892,-0.232909,0.240336,0.329666,0.452284,-0.404072,0.415875,-0.737285,0.440374,-0.930514,-0.44707,-0.483676,clean
2.077166,0.010568,-0.659151,-1.254136,1.052088,-0.832154,1.589169,-2.08065,-0.385207,-0.317986,0.889025,1.706372,0.766824,-0.466124,1.179083,-0.207308,0.556397,clean
-2.00024,-0.218905,0.24364,-1.048739,1.279348,-0.197456,0.304374,-0.752819,-0.346625,-0.215742,0.007192,0.94922,0.074566,-0.126975,-0.19275,0.247345,-0.442055,clean
-2.766149,-0.157517,0.039831,-0.966888,-0.096935,0.286031,0.205004,-0.347926,-0.391327,-0.090969,0.224218,0.256789,0.140594,0.718874,-0.321658,-0.783992,-0.128135,clean
-0.05773,-0.363449,-0.695469,-1.506025,1.451566,-0.732721,1.404577,-0.805988,0.561709,0.292334,0.984865,1.127254,0.43241,-0.66884,0.550524,-0.48564,0.252122,clean
-0.371713,-0.387295,-0.152937,-0.195596,1.241408,-0.710541,-0.308306,0.070202,0.83715,-0.234393,-0.625737,-0.744341,-1.000652,0.119482,-0.722632,-0.351605,-0.103621,clean
-2.308795,-0.04045,-0.793426,-1.443276,-1.051992,0.32877,-0.184333,0.436774,-0.437496,0.35222,0.223837,0.397841,0.109437,-0.443139,-0.268948,0.754824,-0.255229,clean
-1.165972,-0.29651,-0.10093,0.062163,1.769071,-0.314949,-1.002177,-0.348259,-0.796345,2.072103,0.054905,-1.093606,-0.200214,0.779596,-0.287842,-0.348974,0.332834,clean
-2.915631,0.012636,0.218659,1.077895,-0.16853,0.018949,-0.009071,0.511094,0.526377,-0.4256,-0.150405,-0.238818,-0.264847,-0.318013,0.295914,-0.094525,0.331178,clean
4.491798,0.57004,-0.752573,-1.878633,0.610451,-0.222809,-0.915795,0.819244,1.268508,1.179552,-0.978903,1.508622,-1.554363,-0.450899,0.40691,-0.210615,-0.756738,buggy
-2.129075,-0.46288,-0.43292,-0.163143,0.152255,0.402965,-0.044728,0.979203,0.77366,-0.349395,1.102149,0.006989,-0.425016,-0.460836,-0.063709,0.799032,1.713562,buggy
0.176236,0.454553,-1.253171,0.236621,-2.182278,0.706383,-0.110582,0.697684,0.391146,0.155672,-0.748608,-0.868437,1.163808,0.477251,-0.246489,0.153758,-0.243338,clean
-2.567125,-0.282611,-0.159493,0.390458,0.162473,0.108195,-0.57045,0.077352,0.65095,-0.590281,-0.083645,-0.147693,-0.130838,-0.228143,-0.310967,-0.369575,0.430229,clean
-3.094441,0.075919,-0.097559,0.11453,-0.108012,0.237746,-0.307889,-0.170582,0.246606,-0.384032,-0.064624,-0.273484,-0.198883,-0.124009,-0.233995,-0.30807,0.098914,clean
-1.294524,0.230276,-0.539807,0.61462,-0.548792,0.384623,-0.112488,0.51326,0.56291,-0.290833,-0.63035,-0.227155,0.874717,0.375317,-0.507387,-0.536587,0.242343,clean
8.790178,1.315579,2.956779,-1.942774,-2.215639,1.920203,-1.302776,0.489815,3.124653,2.839968,-1.656625,0.054325,-1.158377,1.289813,-1.707815,-0.365234,-1.376167,clean
-3.295367,-0.135531,0.054972,-1.150823,0.072851,0.009219,0.066901,-0.028739,-0.460556,0.08171,0.142252,0.343037,-0.111123,-0.15815,-0.160228,-0.05618,0.047246,clean
-3.190356,-0.675,0.044662,-1.151239,0.199904,0.181468,0.333116,-0.285659,-0.471605,0.179279,0.082495,-0.074411,-0.191769,-0.053737,0.273571,-0.022055,-0.223665,clean
-2.880393,0.298667,-0.116598,2.457532,-0.217436,0.099959,-0.763525,-0.191401,1.449788,-1.106942,-0.027214,-0.708889,0.195638,-0.68544,0.423284,-0.614699,-0.58964,clean
-2.36658,-0.046384,0.360924,-0.129433,-0.161098,-0.125337,-0.081568,-0.271893,-0.070952,-0.513901,0.288662,0.450189,0.079705,-0.32715,0.057638,0.14175,0.223992,clean
-3.661949,-0.064797,-0.104809,0.152756,0.031598,0.210754,-0.308309,-0.049678,0.258796,-0.61652,0.311912,-0.11236,-1.030196,-0.543041,-0.011744,-0.116135,1.297529,clean
-2.547265,-0.444859,-0.13403,-1.180672,0.29006,0.082029,0.218311,-0.307034,-0.60929,0.013985,-0.333402,-0.43016,-0.045632,0.475761,0.54086,0.202036,0.075623,clean
-1.558887,-0.047424,-0.44674,-1.077138,-0.352074,0.261956,-0.496438,0.495096,0.20666,0.309314,-0.308309,0.449914,0.07134,-0.111479,-0.258148,0.918356,0.746717,buggy
-1.17246,0.258462,-0.212428,-0.795283,-0.114503,0.109402,0.214657,-0.684181,-0.271969,-0.155645,0.329277,0.974283,0.10121,-0.328808,-0.415108,0.428263,0.030395,clean
-2.529231,0.238948,1.298592,0.397667,-1.009688,-2.059443,1.148065,1.961125,-0.62096,0.144031,-0.419541,-0.063635,0.054792,-0.693914,-0.290762,0.354216,-0.429391,clean
-2.724137,-0.1268,0.470253,0.030561,0.881757,-0.477341,-0.475917,-0.367368,-0.107758,-0.590166,-0.427254,0.364535,-0.161453,-0.490917,-0.048249,-0.110065,-0.435221,clean
-0.064087,-0.251475,-0.533873,-1.003536,0.393974,-0.187484,1.047059,-1.256255,-0.344787,-0.261357,0.144542,-0.673574,0.216329,0.520698,0.145938,0.659594,0.790487,clean
-0.224937,0.705662,0.688535,1.208705,0.649181,0.275532,-0.654057,-0.506283,1.775129,-0.551486,-0.516709,-0.193121,0.043743,0.24877,-1.759471,0.045635,-0.785882,clean
10.722821,2.086088,-0.972544,-2.615282,-0.167551,-0.572609,2.803374,-5.257272,-2.348193,0.431346,-1.289606,-3.830148,-4.561646,-0.069495,0.223502,0.222659,-0.688153,clean
0.436692,0.661087,0.095352,2.432074,-1.334002,0.764147,-0.381585,-0.265863,1.385213,-1.244106,-0.101468,-0.252675,0.414,1.014613,-0.116473,-1.152569,1.137831,buggy
5.726942,1.890825,6.453973,0.094195,0.564472,-0.817423,0.481844,-3.757213,-0.31613,-0.947748,0.070208,3.526978,1.152705,-0.184766,0.532359,0.657654,-1.219772,buggy
-3.0472,0.386818,-0.173982,-0.794251,-1.306982,0.608419,-0.215811,-0.184039,-0.609606,0.141919,0.070599,0.121773,-0.481039,-0.404584,-0.351926,-0.004155,0.291918,clean
-3.470132,-0.290346,-0.028706,-1.174133,0.513979,0.095071,0.019446,0.022093,-0.374434,0.100327,0.083584,0.321996,-0.300685,-0.310051,-0.037845,0.151828,-0.164614,buggy
-1.393352,0.491559,1.370282,-0.328767,-0.480249,-1.833659,0.129849,-0.751495,-1.319803,-0.689899,-0.317976,0.553141,0.072169,0.313815,-0.00562,-0.113144,0.381114,clean
-2.466486,-0.332012,0.153517,-0.042373,-0.163419,-0.198871,0.382264,-0.568977,-0.180649,-0.487405,0.003957,-1.109204,-0.296662,0.528617,0.110427,-0.275774,0.55476,clean
0.513092,0.083139,-0.155222,2.628367,1.670048,1.926589,6.837679,4.627545,-3.846699,1.31827,-4.988131,1.533286,1.334805,-0.677686,0.123119,-0.633338,0.164388,buggy
-1.825226,0.078521,0.243917,-0.664017,0.29341,0.14134,-0.123973,-0.565628,-0.303397,-0.276227,-0.295427,0.515892,0.489798,0.623758,0.211173,-0.33172,-0.268456,clean
23.397189,1.991768,0.571371,1.882077,5.038225,-0.222979,-3.439518,-1.78779,-3.981912,-2.589192,-1.643638,3.40702,0.101198,0.400887,2.240086,1.76323,-0.142379,buggy
2.475031,0.653856,0.71217,2.809598,-0.235873,1.696784,-0.184618,0.736417,-0.600313,-2.257772,0.700071,-0.834398,-0.538609,1.336001,-0.642628,0.238712,0.562729,clean
0.36328,0.706578,-1.30606,-1.749486,-2.663675,0.721032,-0.430298,0.353693,-0.389843,1.015708,-0.202294,0.393933,0.47583,-1.142333,-0.768084,2.628063,-0.366373,clean
-0.660117,0.633174,2.190168,2.305213,-0.127665,0.961693,-1.094687,-0.435792,2.356264,-0.612951,-0.351394,-0.396907,-0.249051,-0.587336,0.547975,-0.126865,-0.098337,clean
-3.600933,-0.301402,0.063913,-0.821255,0.381191,0.136932,-0.052927,-0.09774,-0.307762,-0.147373,0.106268,0.281955,-0.360092,-0.18375,-0.011679,-0.200471,0.13485,clean
4.324995,0.013781,0.217948,1.281545,-0.35986,-0.348884,-0.176025,-1.395266,1.111699,-0.978054,-0.375555,0.486954,0.879827,1.173983,-1.297884,0.439826,0.14931,clean
-0.778182,-9.068149,0.395743,-0.510211,0.648113,-0.494299,1.002029,0.375224,2.080317,0.830113,0.858299,0.496115,2.410108,1.753623,3.538859,-0.866372,-1.271653,clean
-3.376267,-0.266109,0.112174,-0.50387,0.283384,-0.305697,-0.127426,0.174324,-0.015398,-0.178964,0.035305,0.10691,-0.093838,-0.278384,0.06276,-0.065094,0.062601,clean
0.678033,0.678065,-0.274896,2.425668,1.540151,-0.505926,1.768508,-1.92487,1.403876,-1.410458,0.857971,-0.891983,-0.210907,-0.639719,-1.185194,0.631202,-0.063557,clean
0.34325,0.636555,-0.232339,-1.252447,-1.588808,0.967778,-0.04309,-0.07977,-1.21414,-0.428781,1.211814,1.145347,0.993705,-1.155147,-0.191203,1.223694,0.313426,buggy
-1.40354,-0.542194,-0.374927,0.319931,-0.045468,0.179,-0.224538,1.341944,0.430255,-0.326812,-0.105462,0.012837,1.044663,-0.031694,0.253071,0.267716,0.536126,clean
-2.993265,-0.30497,-0.005588,-0.217901,0.440985,0.127066,-0.155603,0.144647,0.424498,-0.182162,-0.029355,-0.07586,-0.172084,0.142652,0.083178,-0.046398,0.084254,clean
-3.306823,-0.239965,0.922245,-1.116286,0.479584,-0.072222,-0.001283,0.020341,-0.171548,0.130623,0.008003,0.250378,-0.146839,0.051094,0.090429,-0.30677,-0.496813,clean
-3.519503,-0.173121,0.080816,-1.033693,0.118281,0.233352,0.008072,-0.158891,-0.481019,0.026359,0.090904,0.372681,-0.215576,-0.171786,-0.19207,-0.152512,-0.012826,buggy
-0.798201,0.549782,-1.865649,-1.910979,-2.87598,0.557977,-0.512925,0.932995,-0.590104,1.046037,0.0342,0.058434,0.108765,-0.821438,-0.230817,1.226475,-1.335273,clean
-2.908543,-0.295491,-0.081172,-0.853416,0.211482,-0.145175,-0.018297,0.084024,-0.109743,-0.000697,-0.086626,0.04186,0.379788,0.12202,0.400697,-0.08367,-0.290046,clean
-3.113389,-0.239152,0.074631,-1.207766,0.02661,0.25905,0.069913,-0.104707,-0.425083,0.139247,-0.01739,0.076632,0.005393,0.094561,0.244934,-0.106732,-0.447748,clean
