@relation 'data/M_multi_metrics_JDT.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.189WCHU_numberOfLinesOfCode... numeric
@attribute -0.348LDHH_numberOfAttributesInherited... numeric
@attribute -0.288ck_oo_fanIn... numeric
@attribute -0.383ck_oo_lcom... numeric
@attribute 0.302ck_oo_numberOfAttributes... numeric
@attribute -0.272numberOfCriticalBugsFoundUntil:... numeric
@attribute 0.342ck_oo_numberOfPublicAttributes... numeric
@attribute -0.538WCHU_noc... numeric
@attribute -0.319CvsLogEntropy... numeric
@attribute 0.376LDHH_numberOfPrivateAttributes... numeric
@attribute 0.297ck_oo_numberOfPrivateMethods... numeric
@attribute 0.389LDHH_fanOut... numeric
@attribute -0.308LDHH_dit... numeric
@attribute -0.603ck_oo_noc... numeric
@attribute 0.541LDHH_dit... numeric
@attribute -0.321LDHH_dit... numeric
@attribute 0.473WCHU_lcom... numeric
@attribute -0.326WCHU_numberOfAttributes... numeric
@attribute class {buggy,clean}

@data
-1.671644,1.183778,-0.781107,-1.73976,-0.380783,0.41508,0.540661,-0.316289,1.09736,-0.105835,-0.401103,-0.200547,-0.201088,-0.059209,-0.009219,-0.035419,-0.281561,-0.269682,clean
-2.375302,-5.050106,1.66324,-1.417446,0.079165,1.067011,-0.198581,0.08958,0.444276,0.530684,0.851637,0.27133,-0.017725,-0.088392,0.043531,0.082103,0.19983,-0.290363,clean
-1.804125,-2.534251,0.755701,-1.477633,1.920287,-0.548389,-1.666647,0.604894,-0.295486,0.008083,-0.195873,0.957978,-0.25231,0.590251,-0.000181,0.603897,0.22376,0.173465,clean
0.073346,1.658645,-0.234657,0.748,-1.301324,-1.224918,0.159443,0.602245,-0.562146,-1.288272,0.211984,-0.653412,-0.005363,0.046891,-0.079137,-0.308027,-0.242176,-0.041953,buggy
8.641372,2.343324,1.609759,-0.725946,-3.048674,-2.638642,-1.453931,-1.334233,0.446395,-0.377737,0.539541,-1.300071,0.050367,3.037645,2.37878,3.959356,1.523366,-0.962092,buggy
-2.909134,1.510173,-0.211452,-0.568163,0.011569,0.00256,-0.217841,-0.350822,0.838892,-0.082414,0.152201,-0.147651,-0.045543,0.068654,0.299598,-0.11539,-0.236194,-0.153036,clean
-2.992655,1.923023,-0.444058,-0.500143,0.529504,-0.170603,-0.499324,-0.553467,0.47115,-0.254275,-0.225825,-0.304855,0.219048,-0.409537,0.388296,0.009132,-0.025474,-0.141212,clean
-1.753251,-3.963525,1.408765,-1.61538,0.824266,-0.092861,-0.721742,-0.035419,-0.222853,0.04279,0.259973,0.033006,-0.019823,-0.525357,-0.100018,0.536275,-0.013523,-0.154582,clean
-2.79297,-3.991212,1.624156,-1.78651,0.554427,0.673081,-0.682971,0.312182,-0.023976,0.17003,0.255844,0.414378,0.154768,0.261012,-0.134229,0.214599,0.180867,-0.217689,clean
-2.920481,1.948801,-0.135489,-0.447433,0.181224,-0.27804,-0.380714,-0.242209,0.690875,-0.324756,-0.118734,-0.146446,-0.126076,0.166047,0.150899,-0.094973,-0.214777,-0.101616,clean
2.053308,-4.621897,1.536895,1.494521,0.451146,-0.935621,0.264344,-0.890757,-1.538835,-1.084871,-0.308134,0.603424,-0.711625,-0.380363,-1.311642,-0.68289,-0.108599,0.226226,clean
-2.128836,1.09615,0.252484,0.969159,-0.141535,0.182513,1.180122,0.660313,-0.361708,-0.469571,-0.182665,-0.193922,0.873261,0.336244,0.084005,-0.753391,0.334026,0.178628,clean
-2.993209,1.572117,-0.095018,-0.577801,-0.038353,0.120552,-0.349024,-0.179864,0.523972,0.298082,0.214183,-0.004527,0.008606,0.151947,-0.101542,-0.113795,0.045093,0.04127,clean
-2.136476,0.465106,-0.232945,0.81253,-1.166049,-0.374512,1.250893,0.830463,-0.843906,0.011973,0.011611,-0.374189,0.665448,0.266168,-0.106052,-0.208886,0.360265,-0.000417,clean
-3.044205,2.193562,-0.181265,-0.860458,0.317046,-0.202373,-0.393832,-0.253126,0.636711,-0.301256,-0.212697,0.069218,0.039212,0.280022,0.172221,-0.081247,-0.278732,-0.123436,clean
-3.23241,2.156127,-0.068353,-0.581717,0.223826,-0.146024,-0.628104,-0.300121,0.739593,-0.357841,-0.232587,-0.001113,0.063991,0.299025,0.133722,-0.168807,-0.083102,-0.104306,clean
-0.393642,1.600583,-0.917303,1.428648,-0.699365,-0.511008,-0.010253,0.993154,-0.506439,-0.28005,-0.26963,0.282799,-0.594201,-0.411075,-0.07567,-0.230419,0.013884,0.404478,clean
42.109239,2.197815,-20.348027,-29.07729,-2.349214,0.681468,8.969533,3.939035,-1.556452,-2.198744,-7.068745,-0.092379,0.949753,0.863555,-0.639861,-0.260551,2.393215,-1.036155,buggy
-2.755961,1.972644,-0.184529,-0.73049,0.270082,-0.252582,-0.242051,-0.29567,0.709502,-0.24433,-0.006442,-0.030352,-0.062545,0.129896,0.176303,-0.047882,-0.388701,-0.114308,clean
-2.07207,-2.387421,1.568018,-1.634666,0.937828,0.018307,-1.614427,0.380175,-0.123967,-0.864391,-0.083822,0.185863,-0.38751,0.354689,-0.140995,0.237588,0.097374,-0.205863,clean
2.960533,2.280714,1.153183,2.271236,-1.307744,1.759499,-0.420506,0.28201,0.496383,-1.647026,-3.44762,1.120723,1.890379,-0.150066,1.08361,1.363639,0.421543,-3.002931,buggy
2.795035,0.943388,-2.650607,0.971597,0.286204,0.535427,0.404332,1.93222,-1.452532,1.380729,1.144356,-0.815356,-1.060863,0.6511,-1.116017,0.1774,1.139972,-0.097345,clean
0.375192,-2.854355,-0.865898,-0.439416,-2.122705,1.516967,1.759422,-1.581239,3.131494,1.852706,1.471144,-0.156817,-0.375304,-1.4758,0.283769,0.034724,0.392959,0.635028,clean
-2.049219,0.451429,-0.3914,0.862681,-1.028174,-0.252192,1.213855,0.889966,-0.837678,0.003069,0.105258,-0.374704,0.668256,0.339717,-0.129979,-0.295615,0.35334,-0.006087,clean
-2.611901,1.408419,-0.040583,-0.406223,0.049666,-0.208505,-0.08574,-0.427732,0.996564,-0.03231,0.113831,-0.182288,-0.111305,0.061387,0.165155,-0.02698,-0.237826,-0.134138,clean
-2.682334,0.963265,-0.738636,-0.428451,0.5729,0.41153,-0.397488,-0.644963,0.291821,0.182529,0.493994,-0.071653,0.63957,-0.591872,0.193768,-0.003561,0.262232,0.140012,clean
-2.916718,1.852879,-0.10349,-0.587547,-0.031779,-0.013649,-0.432266,-0.123973,0.430498,0.264644,0.173926,-0.086492,-0.293164,0.093163,-0.153079,0.012529,-0.091581,0.050119,clean
0.913624,2.461409,1.193433,0.229347,-0.895351,-0.648371,0.386082,0.229841,-1.091363,-1.479092,1.071624,-0.20879,0.45942,0.672192,1.227643,0.538353,0.123079,0.119075,clean
-2.595098,0.365412,0.279822,-0.493421,-0.011912,0.175151,-0.547418,-0.260108,0.907546,-0.222796,0.201682,0.113035,0.012007,-0.100583,-0.401516,0.000132,-0.228438,-0.231561,clean
4.132989,4.032575,2.791753,0.630463,-2.590857,2.253517,-3.946061,1.074102,-2.079775,3.412341,-0.485479,2.040223,1.600112,-1.526098,0.038404,0.581529,-3.350693,-0.090079,buggy
1.499575,-2.311779,-2.294002,2.114862,-1.275121,1.539636,1.515395,-0.36076,0.542489,0.357708,1.777022,-0.203715,0.946632,-1.249353,1.034664,0.118753,0.37907,0.194378,clean
-2.321141,1.650955,-0.005002,-0.53604,0.038224,-0.589935,-0.398822,-0.394435,0.758626,-0.114978,0.23175,0.05073,-0.081251,0.116112,0.067015,0.067968,-0.12658,-0.05319,clean
-2.959123,-3.151094,1.603029,-1.672503,1.009366,0.25139,-1.250969,0.515488,-0.278508,-0.217133,-0.204793,0.474021,0.120277,0.484347,-0.333586,0.24992,0.324031,-0.13449,clean
-0.446282,1.973613,0.016607,1.489834,-0.991625,-1.393758,0.160142,1.052744,-1.190151,0.659469,-0.421464,-0.233859,-0.378404,0.104263,-0.173156,-0.027102,0.19207,0.572128,clean
-0.591216,-3.965449,1.170818,-0.338409,-0.214128,-0.648447,0.283421,1.414101,-1.239756,-0.645169,-0.62384,-0.352899,0.24474,0.330844,-0.511632,0.184702,0.15006,-0.244481,clean
1.053109,1.115236,-0.196977,-0.707938,2.474691,-0.756841,-0.065166,-0.72914,0.453391,-0.093317,-0.068645,-0.265309,0.239806,-1.435998,-0.428129,0.291495,0.025103,-0.272041,buggy
-2.482973,2.071576,-0.820181,-1.770042,0.103805,-0.360495,0.226833,-0.004727,0.243953,-0.012694,-0.319893,0.250338,-0.290565,-0.02329,0.081712,-0.126048,-0.821555,-0.396997,clean
-2.968283,1.80584,-0.007306,-0.66975,-0.059075,0.081556,-0.453785,-0.073947,0.301003,0.464884,0.231612,0.052445,-0.14435,0.191017,-0.299458,-0.000403,0.094345,0.122832,clean
-1.815842,1.740875,-1.412026,-0.133359,0.812857,0.514889,-0.877978,0.002927,1.001297,-0.512061,0.235621,0.154751,-0.147591,0.2617,0.010572,-0.170428,-0.184337,-0.042761,clean
-3.048813,1.945749,-0.24163,-0.714966,0.121951,-0.158043,-0.313306,-0.267595,0.732435,-0.256455,-0.244263,-0.027177,-0.041797,0.159844,0.124631,-0.215959,-0.261336,-0.177948,clean
-2.110147,1.893508,-0.757662,-0.39596,0.757465,0.17069,-0.552083,-0.292055,0.843212,-0.237218,-0.21512,-0.341834,-0.031083,-0.041059,0.114774,-0.066301,0.072198,-0.199572,clean
2.646545,-4.47285,0.404712,0.655779,-0.088839,-1.66151,-0.239395,1.107102,-0.267864,-1.051421,-0.37205,-0.264043,-0.802091,-0.825917,-1.167814,-0.04096,-0.019264,0.064007,clean
-2.246152,1.806856,-0.439808,-0.902178,-0.048238,-0.335473,-0.30002,-0.132473,0.501096,0.014069,0.169153,0.653074,-0.269182,-0.178076,-0.231962,-0.124145,-0.38718,-0.033263,clean
-2.189808,2.247007,0.185296,-0.382844,0.744462,-0.231783,-0.196354,-0.228143,0.793627,-0.334676,-0.032223,0.208923,-0.206568,-0.01105,-0.085859,-0.180176,-0.370474,0.074025,clean
-2.938943,-3.604744,1.456405,-1.583966,0.963418,0.54607,-0.979015,-0.122873,-0.408256,-0.086582,-0.114816,-0.023644,0.351376,-0.482776,0.240088,0.432677,0.38429,-0.127024,clean
-0.485341,-3.956866,1.250297,0.514657,-0.188035,-0.947515,-0.021514,1.408189,-1.128431,-0.764967,-0.2218,0.147671,-0.173075,-0.074618,-0.419963,0.143969,-0.108884,-0.256935,clean
-2.952674,1.224623,-0.091435,-0.56788,-0.219999,0.14775,-0.116821,-0.35664,0.767783,0.220228,0.331124,0.137216,0.131464,0.054045,0.094409,-0.157993,-0.010652,-0.005489,clean
-2.099086,1.094877,0.090765,-0.345848,-0.317845,0.919957,-0.297148,-0.321349,0.921676,0.874798,0.183836,-0.292191,0.081378,-0.04647,0.041748,-0.448588,-0.017673,-0.032976,clean
6.763352,-4.75487,0.731579,1.199561,-1.273109,-2.179537,-0.718622,1.035985,0.60523,-1.85673,-2.200754,-1.620087,1.29173,0.339801,-1.555078,0.194071,-1.45944,-1.650791,buggy
0.938327,-2.111399,-2.448445,2.548865,-1.6961,2.50238,2.127776,-5.389562,-1.936362,-0.352268,0.443224,1.339168,-1.332183,2.442807,-1.533125,-1.543774,-0.82736,-0.765949,clean
-2.898413,1.793108,-0.063653,-0.476938,0.109381,-0.267791,-0.413132,-0.453092,0.907837,0.084032,-0.224513,0.287181,0.033905,0.403991,0.443398,0.068154,0.195489,-0.019445,clean
-2.9608,1.597446,-0.27756,-0.400122,0.21011,0.132031,-0.410878,-0.291598,0.841874,-0.139032,0.189658,-0.099196,0.076884,0.232173,0.202892,-0.23764,-0.087096,-0.081564,clean
-0.492583,-0.290208,-0.9461,0.490599,-0.999285,1.516378,0.110566,-0.367141,1.165927,0.267323,0.96014,2.259065,1.529419,0.485907,0.192232,-0.018517,0.200633,0.24054,clean
1.669427,1.556366,-1.111005,1.058885,-1.147685,-1.643723,0.199647,0.983506,-0.965531,-0.536141,0.600218,-0.257191,-0.689333,0.060665,-0.032303,0.266198,0.149623,0.263264,buggy
-2.905947,1.892151,-0.083462,-0.625809,-0.057017,0.03422,-0.414489,-0.076456,0.346739,0.369572,0.190705,-0.153165,-0.360178,0.102455,-0.220817,0.027981,-0.091039,0.058297,clean
0.568579,0.221232,-1.329681,0.080019,-2.094832,1.423029,1.200075,0.6616,0.834663,-1.238167,-2.303993,-1.554194,0.209967,0.556329,0.130458,1.17529,0.040048,-0.509948,clean
-2.822643,1.97184,-0.079227,-0.713646,-0.105693,0.079836,-0.39166,0.026072,0.158139,0.588852,0.271738,-0.230451,-0.54058,0.078103,-0.355131,0.110466,-0.11828,0.091779,clean
-0.806758,-3.454467,-1.815248,2.210632,-2.441469,3.198279,3.684225,-5.692053,-2.43464,1.899769,1.023404,1.47687,0.379574,3.411013,-1.126155,-1.757658,0.221179,-0.281317,clean
-2.6464,-3.245541,1.593931,-1.642638,1.020988,0.24038,-1.220291,0.608045,-0.387,-0.066421,0.070842,0.895339,-0.052669,0.309524,-0.532987,0.349839,0.391133,0.008786,clean
-3.018641,-0.420224,0.495018,-0.883163,0.077371,0.318924,-0.33579,-0.291578,0.755954,-0.085382,0.313017,-0.14676,0.311084,0.045735,-0.489113,0.418568,-0.076135,-0.281872,buggy
-1.653962,1.540235,-0.438625,0.893492,-0.682504,-1.364652,0.573817,0.626748,-0.444821,-0.501631,-0.456038,-0.490935,0.242463,0.257014,0.118037,-0.140445,-0.137764,0.059545,clean
-2.438928,1.175049,-0.12057,1.027628,-0.615,-0.860793,0.556069,0.986739,-0.910296,-0.898848,-0.69994,-0.480412,0.594764,0.466023,-0.24876,-0.096031,0.26845,-0.090386,buggy
-0.458962,0.892943,-0.223636,0.348233,-1.053708,0.782291,1.459117,0.718539,0.102004,0.162191,-1.10847,-1.46511,-0.399795,-0.114055,-0.188564,-0.260405,0.433975,-0.696302,clean
-1.532675,-3.856652,1.982665,-1.349513,1.158356,0.043562,-0.476142,0.114598,0.046551,0.177966,0.072198,0.315659,0.046433,-0.137507,-0.245583,-0.038728,0.240184,0.177432,clean
0.287026,1.306822,-0.47362,1.985507,-0.79574,-2.123173,0.159608,0.363121,0.17212,-0.238609,-0.491809,0.806093,-0.015438,0.268243,0.475235,0.076623,-0.073594,0.392737,buggy
2.154076,-2.329999,-0.625798,1.560405,-3.193619,1.870944,1.458762,-0.907271,0.705162,-0.226181,2.033911,0.300761,0.792525,-1.09394,1.860018,0.638111,0.781417,0.040854,buggy
0.985501,-4.548604,1.50682,-2.438869,0.148534,-1.258721,-0.487776,-0.303945,0.62884,0.970126,0.500258,-0.232547,0.090907,0.496412,-0.197309,0.032518,0.125774,0.250628,clean
8.579257,2.65068,0.846147,2.199199,-0.408136,2.083614,-0.579178,1.473898,0.297586,2.552819,-3.153049,0.759066,-1.542881,-0.916061,-0.749221,0.806264,-0.048622,2.332029,buggy
-3.096199,-2.201649,1.448857,-1.67789,1.31277,-0.013162,-1.635532,0.579314,-0.342994,-0.609918,-0.575802,0.37567,-0.092058,0.562629,-0.243473,0.258688,0.113264,-0.162886,clean
0.715293,-3.092383,1.198737,0.802418,1.374368,-2.056725,-0.46861,1.398332,-0.902359,-0.207493,-0.821171,0.650237,-0.252587,0.547254,-0.511727,-0.106363,0.523808,0.915261,clean
-0.786968,-5.018357,1.172354,0.755521,-0.852546,0.418429,0.332982,1.246695,-0.655508,-0.658119,0.282309,0.89628,0.256568,-0.379002,0.074001,-0.186452,-0.537345,-0.440334,clean
-2.619602,1.948574,-0.35591,-0.603188,0.176885,-0.476738,-0.51129,-0.250271,0.590158,-0.088757,0.185663,0.079581,-0.26607,-0.011279,0.115895,0.089284,-0.302401,-0.041228,clean
-3.122512,1.968464,-0.257502,-0.570113,0.221589,-0.121589,-0.502147,-0.283029,0.777208,-0.294806,-0.19893,-0.101882,0.027559,0.186617,0.165531,-0.206817,-0.196358,-0.137542,clean
-1.567158,1.527474,-0.927637,0.418119,1.492443,0.641154,-0.431253,-1.789857,-0.02895,-0.559667,0.288358,0.417413,-0.743373,-0.098112,-0.449727,-0.692927,-0.367401,0.254214,clean
-3.090537,0.668029,0.074107,-0.667578,-0.418317,0.531332,0.122269,-0.518519,0.715752,0.904816,0.539953,1.128935,0.954739,0.360737,0.035418,-0.205594,0.89113,0.362081,clean
-0.983173,0.571081,-0.790974,0.642128,-1.029502,0.013088,1.166716,1.156864,-1.046846,0.327344,0.242233,-0.610823,0.190666,0.370441,-0.465561,0.122159,0.390202,-0.004148,clean
-0.923476,2.679032,0.265407,1.096259,-0.818753,0.31342,-0.37214,1.710074,-2.235074,2.12828,-0.021564,-0.955262,-1.188614,-0.385408,-0.934917,0.218081,-0.062761,0.3949,clean
-1.436722,0.586146,-0.332884,0.34849,-0.513552,-0.275701,-0.243465,-0.842015,1.881717,0.493643,0.549962,1.224031,-0.497314,-0.44033,0.51707,-0.148752,-0.186495,0.32267,clean
-1.184057,-1.73317,0.046322,1.325795,-1.592605,-0.148067,1.51801,0.368739,0.142177,0.196985,0.803016,-0.242577,-0.048244,-0.391245,0.369449,0.327869,0.177566,-0.175604,clean
-1.705799,1.935567,-0.559783,-0.790039,0.125827,0.382644,-0.436901,-0.374548,1.068812,-0.504785,-1.11328,-0.544545,-0.062417,-0.045022,0.041848,0.265112,0.175409,-0.411913,clean
-2.15765,0.131785,-0.165162,0.688306,-1.349122,-0.146352,1.459989,0.747603,-0.77829,0.211511,0.239864,-0.237073,0.795536,0.223598,-0.047856,-0.230349,0.390827,0.013014,clean
-1.624168,-0.131567,-0.338553,0.766524,-1.533653,-0.161172,1.436197,0.338637,-0.108268,0.175268,0.362579,-0.433403,0.74627,0.106181,0.325514,-0.217205,0.353445,0.012451,clean
2.29819,-3.624039,1.364269,-2.355697,0.122507,-1.20361,0.135843,-0.30982,0.335558,0.150018,1.363416,0.722382,-1.084302,-0.493189,0.53946,1.011844,-0.536458,-0.119785,buggy
-3.008062,2.005785,-0.092772,-0.55136,0.244072,-0.193448,-0.385929,-0.296222,0.753601,-0.298133,-0.12072,-0.123675,-0.068469,0.221345,0.197673,-0.070442,-0.225276,-0.110333,clean
-1.453186,2.505812,-0.63166,-0.579211,-1.173504,-0.313309,1.141672,1.879761,-2.655381,1.499682,0.108142,-1.109802,-1.464863,0.04742,-1.149169,0.474491,-0.502882,0.120747,clean
2.800043,-5.992577,0.432053,1.622071,-2.264493,1.083268,2.678136,-0.113196,2.411909,0.68483,0.521124,-1.483808,-1.107715,-1.111766,1.277907,-1.226794,-0.928238,-0.038149,clean
0.234494,1.416149,-0.838225,1.305046,-0.355883,-1.575263,0.786878,0.836019,-0.886087,-0.593231,-0.12786,-0.429054,0.29235,-0.427198,-0.209122,-0.450844,-0.55427,-0.499922,clean
-2.54878,-2.285353,0.602689,-0.956544,0.698448,0.747039,-0.588781,0.166798,0.507671,0.193209,0.263585,-0.541229,-0.649295,0.130033,0.896854,-0.417768,-0.323216,-0.284198,clean
0.50298,1.468741,-0.796577,2.282015,-1.065963,-1.863159,0.32577,1.069248,-1.076916,-0.349984,0.435061,0.685793,-0.522433,-0.034603,0.209464,0.307431,0.316717,0.147221,clean
1.035771,-1.332343,0.609751,-0.719263,-0.319215,-2.163557,-0.426711,-0.828755,1.42115,0.948263,0.475835,-0.353854,-0.215564,0.044944,-0.543809,0.99095,-0.369933,-0.001996,buggy
-1.219826,1.48239,-0.632677,1.08845,-0.677956,-1.334487,0.433224,0.681924,-0.416674,-0.775285,0.027215,0.091948,-0.300179,-0.22928,-0.033449,-0.12583,-0.090219,0.036656,clean
41.817522,8.234332,6.404606,0.163534,1.258668,10.182285,-4.283108,2.499605,-1.045626,8.538974,-2.913139,-0.708022,-1.072375,-0.451828,-1.621875,0.479106,2.486988,3.901883,buggy
-2.012229,0.677757,-0.185056,0.68577,-1.164516,-0.464924,1.187071,0.934561,-1.081922,0.223523,0.081367,-0.310469,0.483284,0.279361,-0.283274,-0.051578,0.382226,0.054075,clean
-1.218734,0.626221,-0.36266,0.443646,-1.410306,-0.245503,1.328238,1.023838,-1.05491,0.320413,-0.054429,-0.616612,0.144082,0.225046,-0.439332,0.272851,0.376859,-0.025478,clean
-0.444848,-4.11238,0.803075,0.364228,0.467432,1.107669,-0.07994,1.738608,-1.21004,-0.296247,0.055092,-0.590632,0.225933,0.566137,-0.440466,-0.302819,-0.099124,0.383407,clean
-1.015753,2.370047,0.232993,-0.07836,-0.87573,0.509938,-1.51656,-0.319544,0.471824,-1.300631,-0.03495,0.656042,0.367264,0.564888,0.767712,0.60462,-0.073264,-0.157757,clean
-2.925828,-0.394171,0.534048,-0.904395,0.179683,0.28347,-0.206338,-0.285362,0.746306,-0.048017,0.353132,-0.120235,0.264027,0.047496,-0.466244,0.544623,-0.135105,-0.265096,clean
0.601201,2.662571,0.07664,-2.002879,-0.317798,-0.925978,-0.499209,-0.176112,-0.554277,0.598822,1.486849,-0.071997,-1.035225,-0.057238,0.306958,0.238843,-0.268534,-0.324579,clean
-2.80919,1.908541,-0.441784,-0.444949,0.422341,-0.283246,-0.444334,-0.194834,0.658367,-0.196274,-0.044413,-0.163223,-0.003589,0.097355,0.177036,-0.111669,-0.16979,-0.214462,clean
-0.85452,0.679842,2.193754,0.012323,-1.778501,3.398232,-0.589285,0.574481,-0.803814,5.444922,-1.229171,2.927199,3.779233,-1.447081,-0.521586,-1.639469,-0.798039,0.323037,clean
-2.23864,0.421386,-0.196498,0.866001,-1.179925,-0.36613,1.241897,0.771159,-0.7248,-0.115703,-0.083317,-0.356688,0.765315,0.30484,-0.055015,-0.289478,0.386151,-0.008918,clean
1.302561,-1.00017,1.386248,1.312439,0.189525,0.689374,2.863851,0.205228,0.580901,-0.378568,0.153954,-1.365417,0.028407,-0.712361,-0.120071,0.06582,0.251237,-0.581714,buggy
-0.725056,-2.724803,0.885639,-1.173507,1.999835,-1.202777,-1.759442,0.536981,-0.012134,0.463555,-0.155998,0.269077,-0.271032,1.107695,-0.56187,0.490591,-0.185572,0.549246,clean
-2.28245,1.469375,-0.431845,1.004827,-0.755833,-0.650017,0.765863,0.97477,-0.908331,-0.441675,-0.394423,-0.547893,0.361786,0.322481,0.021833,-0.245113,0.124309,0.021705,clean
-1.527265,0.54169,-0.399201,0.041615,-0.37326,-0.47594,-0.021482,-0.716868,1.616028,0.555806,0.773061,0.382394,-0.540658,-0.550345,0.187125,-0.181127,-0.214519,0.227389,clean
-0.926143,1.749853,-0.625652,-0.864617,-0.190142,0.593699,-0.762663,-1.628279,-0.39228,0.131921,-0.596745,-0.172342,-0.934963,-0.56214,-0.509747,0.198156,-0.543598,0.337115,clean
1.413612,-4.789177,1.736104,1.747774,-0.006512,-0.003995,0.498125,-0.777844,-1.857233,-0.89948,-0.48081,1.201136,0.311985,0.138049,-0.52081,-0.563846,-0.406418,-0.022864,buggy
-2.308455,-4.354585,1.512362,-1.741218,0.314045,1.118318,-0.563492,0.36944,0.158507,0.231059,0.233501,0.429364,0.016617,0.1498,-0.427407,0.199809,0.506795,-0.104032,clean
8.455396,0.669,-0.827153,2.770964,-2.304727,-3.571279,-1.116389,0.189423,1.243765,-1.918943,0.364492,0.157812,-0.784022,-1.070516,-1.546637,-0.636352,-1.08953,0.182628,buggy
-2.432348,-2.477651,1.35941,-1.727331,1.120357,0.13117,-1.525653,0.734207,-0.363411,-0.534758,-0.69593,-0.030983,-0.532733,0.45067,-0.579019,0.517913,0.189847,-0.140786,clean
1.306568,1.264384,-2.603433,0.761956,0.29614,-0.260546,0.016858,0.821375,-0.117124,-1.076203,-0.491613,-1.511739,0.828392,0.521893,0.073501,-0.142946,0.725277,-0.282411,clean
-2.028891,-4.482085,1.82245,-1.542371,0.42434,1.58914,0.032939,0.146792,0.599913,0.193339,0.425949,-0.186153,-0.402088,-0.108437,0.016731,0.10349,0.124107,-0.256468,clean
-3.044961,-0.652914,0.758373,-1.160106,0.851151,0.067698,-1.089961,0.267507,0.211296,-0.350727,-0.578988,0.114005,-0.582719,0.425651,0.855577,-0.475596,-0.170655,-0.106584,clean
-1.18578,1.486529,-0.668,1.149686,-0.516783,-0.857549,0.312846,0.482973,-0.221183,-1.177606,-0.15417,-0.096599,-0.28283,-0.607363,-0.068561,-0.201261,0.100674,0.155485,buggy
-2.789955,1.864359,-0.324506,-0.58192,0.162259,0.179448,-0.519986,-0.008404,0.335686,0.380223,0.367243,-0.102928,-0.305943,0.177125,-0.228072,-0.019307,-0.102888,0.072201,clean
-2.905381,2.003131,-0.225998,-0.726941,0.295638,-0.238144,-0.212428,-0.246882,0.705854,-0.242701,-0.173788,-0.009496,-0.120836,0.149597,0.169115,-0.028642,-0.367597,-0.142046,clean
-3.073296,-0.44667,0.333837,-0.777704,-0.565688,0.90706,0.292164,-0.568358,1.134892,0.576496,0.764459,-0.192546,0.304034,-0.033113,0.174256,0.049266,-0.071393,-0.271588,buggy
1.908466,0.353458,0.205061,-1.177786,0.447258,1.01137,-1.496451,-1.687798,-1.248226,0.580598,-1.007438,-0.717657,-1.797487,0.032985,0.969168,-0.771969,-0.025165,0.114338,clean
-2.575959,-1.008138,0.029231,0.299794,-1.504179,0.605446,1.614927,0.270046,-0.191859,0.552045,0.639983,0.279464,1.427153,0.144563,-0.085554,-0.380243,0.580583,0.139188,clean
-3.22825,1.828962,-0.210674,-0.573424,0.32098,-0.065133,-0.587101,-0.62519,0.502642,-0.222448,-0.241349,-0.024374,0.454429,-0.26991,0.287873,-0.063582,0.161216,0.032546,clean
-1.567407,1.965725,-0.619997,-0.111483,0.335106,0.580182,-0.782401,-2.309309,-0.541284,0.065231,-1.196992,0.086385,-0.910771,0.293004,-0.656414,-0.500305,-0.256696,-0.068987,clean
-3.035564,1.308756,-0.130106,-0.49849,0.108388,0.096056,-0.356329,-0.466663,0.648518,0.111608,0.080545,-0.168917,0.293713,-0.071043,0.171276,-0.089597,0.152018,-0.05364,clean
-2.416996,2.178388,0.086028,-0.511385,0.26348,0.212346,-0.549935,-0.06634,0.485459,0.099606,-0.047357,-0.199147,-0.566698,-0.178286,-0.208056,-0.387684,-0.414264,0.393034,clean
9.312856,0.076801,-0.837279,2.616625,-3.670662,-0.533503,-0.384542,0.814185,1.76827,-0.802342,-0.938275,-0.537045,-3.088106,-1.956332,-2.584601,-0.107893,-0.245628,-0.140093,clean
-2.396312,-3.814373,1.542732,-1.828304,0.720244,0.353159,-0.583974,0.413234,-0.181025,0.182662,0.186444,0.57799,0.157264,0.253529,-0.286687,0.306068,0.093065,-0.158559,clean
-1.127614,0.888657,0.260231,-1.450959,0.099113,1.029991,-0.636197,0.307499,0.063658,0.776987,-0.07574,-0.511084,-0.59277,0.014303,-1.320158,0.659733,0.216,-0.199096,clean
-2.824355,2.129994,0.13432,-0.492359,0.359364,0.076216,-0.023921,-0.058461,0.424329,0.497879,0.107144,-0.454629,-0.636263,0.100767,-0.124278,0.236647,-0.037502,-0.475131,clean
-2.348672,0.455087,-0.164098,-0.816376,-0.245859,-0.065281,0.081363,-0.344726,0.672139,0.382242,0.65394,0.895907,0.280216,-0.213218,-0.370277,-0.036194,0.1416,0.109005,clean
-0.639148,-2.919728,-0.949096,-0.925741,3.934586,-1.496396,-2.673031,-2.431693,-2.639512,0.12811,-0.85542,-1.322751,1.955634,-4.649333,2.036881,2.159164,1.58936,1.00955,clean
-2.556752,1.882527,-0.418988,-0.222187,0.352665,-0.357001,-0.672159,-0.373021,0.922809,-0.056612,-0.057319,0.173687,-0.114566,0.28914,0.354264,-0.003425,0.068762,0.039408,clean
