@relation 'data/M_multi_metrics_EQ.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-16'

@attribute 0.176WCHU_rfc... numeric
@attribute 0.352WCHU_numberOfAttributesInherited... numeric
@attribute 0.325ck_oo_fanIn... numeric
@attribute -0.27WCHU_noc... numeric
@attribute -0.293ck_oo_numberOfAttributesInherited... numeric
@attribute -0.299LDHH_noc... numeric
@attribute -0.374LDHH_noc... numeric
@attribute -0.338WCHU_dit... numeric
@attribute -0.368LDHH_dit... numeric
@attribute '0.42 ck_oo_numberOfAttributesInherited...' numeric
@attribute -0.428ck_oo_dit... numeric
@attribute -0.341numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.41CvsExpEntropy... numeric
@attribute 0.486numberOfCriticalBugsFoundUntil:... numeric
@attribute -0.429numberOfHighPriorityBugsFoundUntil:... numeric
@attribute class {buggy,clean}

@data
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
-2.983209,-0.159778,-0.661739,0.092775,0.676536,0.109352,0.284581,0.22312,0.380111,0.014284,0.174952,-0.003279,0.160318,-0.287714,0.272046,clean
-1.963589,0.37006,0.041062,1.00617,-0.32808,-0.357034,-0.141924,-0.00671,0.089171,-0.447382,-0.981178,0.390009,0.473781,0.377199,-0.320934,clean
-0.026194,0.223148,0.247349,1.123584,-1.608841,-0.333779,-0.495561,0.282639,0.284052,-0.827441,-1.83962,-0.454309,0.953012,1.300378,0.127237,clean
6.013981,0.040333,2.557105,-1.543331,0.638745,0.853834,2.49562,0.77724,-0.477616,-0.545882,-1.525875,-0.511181,-0.545468,-0.538725,0.030352,buggy
-3.42097,-0.867788,-0.725692,0.249691,0.557434,0.121628,0.165363,-0.148703,0.028609,0.302173,0.185166,-0.070454,0.159508,0.140274,-0.063284,clean
-3.389537,-0.878755,-0.716469,0.241759,0.5161,0.127114,0.160649,-0.1624,0.028838,0.296501,0.145391,-0.0618,0.168232,0.108938,-0.075093,clean
-1.281946,-0.656081,-0.381086,0.355787,-0.168818,-0.358588,0.271296,0.199751,0.070031,-0.221741,-0.554661,-0.700804,-0.446826,-0.607664,0.280998,clean
-2.675872,-0.050464,-0.398362,0.40183,-0.151155,-0.309812,-0.14355,-0.00464,-0.510229,-0.059527,-1.203584,-0.108902,-0.360204,0.637809,-0.372176,clean
-3.42097,-0.867788,-0.725692,0.249691,0.557434,0.121628,0.165363,-0.148703,0.028609,0.302173,0.185166,-0.070454,0.159508,0.140274,-0.063284,clean
-3.201912,-0.875885,-0.643122,0.130728,0.279185,0.190874,0.075007,-0.121871,0.033354,0.204724,0.169733,-0.096822,0.10355,0.030974,-0.037631,clean
-3.389537,-0.878755,-0.716469,0.241759,0.5161,0.127114,0.160649,-0.1624,0.028838,0.296501,0.145391,-0.0618,0.168232,0.108938,-0.075093,clean
-3.484727,-0.873255,-0.778073,0.22934,0.672094,0.092006,0.207601,-0.142059,-0.004014,0.305529,0.238269,-0.079224,0.115709,0.16546,-0.052024,clean
-1.375619,-1.105783,-0.7537,-0.255727,-1.199525,0.146237,-0.497539,0.026608,0.254955,-0.335211,-0.057364,0.102274,-0.467806,-0.302511,0.044554,clean
-3.259187,-0.96264,-0.587406,0.096763,0.305248,0.211834,0.139309,-0.271123,0.050166,0.211473,0.15057,0.019742,0.147485,0.054336,-0.065051,clean
16.454908,2.198795,9.180562,-2.7744,-3.471082,0.321069,4.097411,-0.800489,0.383482,0.149426,-1.148179,-3.79981,-1.256924,-1.021724,0.641039,buggy
-3.342276,-0.871173,-0.679488,0.270321,0.425483,0.151497,0.114693,-0.164922,0.071631,0.292701,0.134242,-0.056818,0.200391,0.110919,-0.066163,clean
-3.351228,-0.865879,-0.67588,0.270643,0.436347,0.151414,0.119573,-0.159653,0.065548,0.296966,0.133123,-0.059824,0.202034,0.114467,-0.071536,clean
