@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17,44,46,62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.197WCHU_wmc... numeric
@attribute 0.281LDHH_fanIn... numeric
@attribute -0.282LDHH_numberOfAttributesInherited... numeric
@attribute 0.311WCHU_numberOfAttributesInherited... numeric
@attribute -0.308LDHH_numberOfPublicMethods... numeric
@attribute -0.456LDHH_noc... numeric
@attribute 0.347CvsExpEntropy... numeric
@attribute -0.357LDHH_dit... numeric
@attribute 0.328LDHH_dit... numeric
@attribute -0.445ck_oo_numberOfPublicAttributes... numeric
@attribute -0.343LDHH_numberOfPublicAttributes... numeric
@attribute '0.47 ck_oo_dit...' numeric
@attribute 0.417ck_oo_numberOfPrivateAttributes... numeric
@attribute 0.345ck_oo_fanOut... numeric
@attribute 0.419ck_oo_numberOfPublicAttributes... numeric
@attribute -0.444LDHH_numberOfPublicAttributes... numeric
@attribute 0.372LDHH_numberOfAttributesInherited... numeric
@attribute '0.43 CvsLogEntropy...' numeric
@attribute class {buggy,clean}

@data
-2.496225,-0.13989,0.304563,-0.611794,0.59558,-0.22252,-0.265168,0.665077,0.099129,-0.036312,0.348093,-0.649313,-0.381408,0.315154,0.119911,0.249701,0.007291,0.283008,clean
0.641307,0.907694,-3.276292,0.135607,-2.84625,-1.068237,-3.430674,-3.247073,0.845874,-2.817803,2.690467,-0.267799,-1.971449,-0.281092,0.381411,-0.69299,-0.494193,0.22924,clean
-1.19298,-0.260892,0.408504,0.806252,0.085561,0.068026,0.572227,-0.762341,-0.831557,-0.098453,0.27701,0.273318,0.658608,1.124792,-0.167137,-0.077439,-0.635932,-0.082982,clean
-2.259441,-0.019847,-0.606704,0.565874,0.198102,0.03295,-0.755376,-0.086028,-0.384949,0.694903,-0.796217,1.288842,0.84418,0.80829,-0.079679,-0.261487,-0.268172,0.174557,clean
-2.358236,-0.412007,0.675835,-1.000705,0.471427,-0.227061,-0.262581,0.127095,-0.196075,0.153716,0.129866,-0.389821,-0.707699,0.208255,-0.491504,0.546813,0.210292,0.19601,clean
4.366881,-1.903841,0.32698,-1.911276,1.703844,-0.509572,0.661326,1.445615,2.587676,-0.690514,-0.867502,-0.230278,-0.26293,0.194803,0.199213,-1.475275,1.034393,-0.200495,clean
0.315838,-0.587852,0.512232,-1.019851,0.678414,0.299142,-0.144348,0.754887,0.218066,0.073248,1.158869,0.425871,-0.606066,0.484154,-1.195886,-0.198493,-0.163093,-0.002371,clean
-1.908287,-1.030105,0.716108,-0.188861,-0.217997,0.249581,-0.241178,0.24929,0.190186,-0.234743,-0.248518,2.104126,0.346936,0.83411,-0.38568,0.585245,0.668941,0.275126,clean
-1.140444,-1.636064,1.187686,-0.030056,0.012386,-0.228678,0.273859,-0.209132,0.39594,-0.39023,0.542041,-1.240554,1.089928,0.079047,-0.169656,-0.135729,1.352698,0.343923,clean
-1.252555,-1.199277,0.859977,-1.748893,-0.107777,0.186775,0.958931,0.647697,0.266657,-2.032318,0.505474,0.971835,-0.396055,-0.84063,1.400011,0.622323,1.107693,-0.182461,clean
2.864402,-10.395204,5.587957,7.682552,-5.818522,0.220846,1.167816,0.685953,-1.300745,-0.675381,-2.375143,-1.706634,-4.188056,-2.320221,0.578435,0.26456,-4.145573,0.264994,clean
-2.076399,0.048537,0.002912,-0.688325,0.987629,0.258875,0.684325,-0.519828,-0.526538,-0.254932,0.318686,-0.978747,-0.469577,0.239154,0.031604,0.381585,-0.38098,-0.157114,clean
1.96726,-2.391177,0.031878,-0.735492,0.362709,-0.138308,0.822078,-1.024554,0.814175,-0.681911,-0.360644,0.299297,2.520749,-1.198838,0.453869,0.273061,1.153547,0.442315,clean
-1.895783,0.146001,-0.052933,-0.297799,0.96049,-0.198012,-0.433408,0.036358,-0.252223,0.060209,-0.300343,-0.344359,0.039774,-0.244326,0.101444,0.035273,-0.173533,0.030513,clean
-1.210111,-3.079625,1.492455,1.163615,-1.401621,-0.104928,0.228102,-1.280913,-0.55761,-0.232911,-1.576516,-0.286854,0.775254,-0.609175,-0.776114,-0.120032,0.484875,-0.111965,clean
-2.420089,-0.270103,0.773508,-0.826911,0.229232,-0.545684,-0.415797,-0.238362,-0.475853,-0.383683,-0.193839,0.62209,0.104256,0.060844,-0.462201,0.647386,-0.108089,-0.348545,clean
-2.500108,0.496854,-1.436013,0.7235,1.028576,-0.181428,0.054263,0.872683,-0.417173,0.353811,-0.024703,-1.895878,0.05116,0.514305,1.458701,-0.855265,-1.03814,0.133564,clean
-1.510504,-0.439607,-1.243862,1.597867,-0.922071,-0.941545,-2.591194,-2.545255,3.065035,-1.076322,1.341335,0.297348,-0.017386,0.240562,0.180037,-1.007308,0.609233,0.696331,clean
2.523383,0.613047,-2.867531,-2.988895,-1.98396,-0.289881,0.919961,1.045748,2.408302,2.218605,-0.570226,-0.744395,2.173328,-0.549573,-0.316962,1.322652,-2.89269,0.247473,clean
1.050684,0.729936,-2.351418,-1.618566,-1.497374,0.424095,0.354425,1.502198,2.855483,4.574301,0.474405,0.366986,0.704305,-1.678681,0.763242,-0.493877,-1.268059,-0.573773,clean
-2.272747,0.138272,-1.937899,1.332886,0.492421,-0.856612,-1.444449,-1.481959,1.185601,-0.600444,-0.514287,0.584099,-1.056985,-0.674603,-0.371882,0.060618,0.238169,0.375476,clean
-1.189699,-0.185014,-1.178856,1.127827,0.009682,0.451123,-0.214925,0.624754,-0.14761,1.527743,-1.054261,2.334483,-0.454303,-0.559742,-1.155066,0.765267,0.147794,0.43427,clean
-2.683192,0.15945,-0.470293,-0.17425,0.70731,-0.345505,-0.297237,0.461522,-0.456898,0.080806,-0.367964,-0.979356,-0.014498,0.262241,0.512929,-0.063644,-0.427295,-0.056872,clean
-1.154128,2.216492,2.095109,0.20382,-0.147048,0.852115,-0.859346,0.577444,0.862124,-0.01608,-0.648768,-1.289824,-0.170799,0.128686,0.52183,0.281611,0.163711,-0.216905,buggy
0.884627,3.687654,2.286335,1.372576,0.780399,2.143857,0.461073,-1.468032,0.253852,-0.527857,-1.177012,-0.542134,0.591603,0.432167,0.314727,0.444076,-0.435107,-0.916781,clean
3.721349,2.19465,-0.951881,0.614455,-1.609369,1.867649,-1.354076,-0.001244,-2.256948,0.392805,0.574941,0.86307,0.900465,0.224385,0.039215,-1.319427,0.006592,0.085151,clean
-1.555204,-0.095578,-0.131774,-0.303711,0.780258,0.508703,0.549981,-1.036576,-0.532006,0.013841,0.034707,0.139702,0.339067,0.176734,-0.203453,0.216457,-0.37649,-0.602448,clean
-2.331828,-0.458547,0.213372,-0.068253,0.23065,-0.339837,-0.647102,0.32464,0.035334,0.112006,-0.11746,-0.360087,0.545053,0.213893,0.179427,-0.145836,0.102212,0.110999,clean
1.549467,1.699856,-0.105819,-1.646561,-0.237407,0.429512,-0.697962,0.62307,-0.93583,1.166361,0.108579,-0.71193,-1.436571,-1.326408,0.906078,-0.548147,1.318021,0.759222,clean
-2.120098,-0.884712,0.822473,-0.313488,-0.338939,0.282545,-0.373651,0.065927,0.050988,0.772281,-0.116826,1.334422,0.157463,1.60477,-1.294528,0.446869,1.148092,0.882505,clean
-2.334888,1.129411,-0.611472,0.731742,0.810082,-0.009467,-0.549123,1.168717,0.033787,0.450277,-0.430667,-1.73236,0.009648,0.41704,1.356236,-0.695471,-0.743542,0.236884,clean
-1.039294,-0.282966,0.379709,-0.457806,0.68999,0.863529,0.775538,-0.202497,0.351477,0.978675,1.299183,-0.305422,-0.593448,0.60735,-0.528439,0.201549,0.051293,-0.100885,clean
-0.013268,-2.995649,2.147029,-0.089424,-1.412967,0.878493,1.181711,0.818151,1.069979,-2.526794,0.917768,2.326463,0.469573,0.001316,1.873379,0.142846,1.290487,-0.344292,clean
-2.431075,-0.938743,0.635801,-0.41432,-0.363454,-0.353832,-0.930972,-0.345657,0.16535,0.297334,-0.783751,1.149447,1.143956,0.092014,-0.538454,0.13051,0.9843,0.095757,buggy
-2.42109,0.232496,-2.415742,1.922043,0.063187,0.196576,-0.354892,-1.095146,-1.499485,0.79668,-3.291575,2.64363,1.998182,0.377199,0.475988,-0.575392,-0.771626,-0.378239,clean
-2.375812,0.046506,0.173191,-0.739426,0.597058,-0.214853,-0.34698,0.697847,0.376324,0.789722,0.451842,-0.836821,-0.630679,-0.397754,-0.089975,0.090554,-0.318839,-0.188216,clean
0.46542,2.947759,0.256932,-2.790532,-3.624332,-0.427231,-2.122033,0.945819,-2.635516,-1.710403,-0.076654,-0.914549,-0.770933,-0.89349,-0.551573,0.972481,0.905008,-0.310249,clean
-1.745021,-0.240846,-0.162558,-0.202105,1.148768,-0.138658,0.362358,-0.032143,-0.130152,-0.598913,0.042804,-1.281877,0.344172,-0.128161,0.241317,0.055325,-0.298244,0.093633,clean
-2.09962,-0.262479,-0.442576,0.797312,-0.0622,0.105327,-0.85307,-0.015329,-0.384383,0.755556,-0.665429,1.451015,1.022525,1.12923,-0.15451,-0.3449,-0.233133,0.238728,clean
1.983905,-0.824073,-0.14466,0.153646,1.342471,0.503998,-0.13173,1.052617,-0.452506,-2.06088,0.640578,2.07755,0.91043,1.05663,-0.684637,-1.987518,-1.662238,-1.395946,clean
-2.54613,-0.541259,0.55476,-0.681693,0.396091,-0.301616,0.002133,1.586636,0.626364,-1.550699,0.432788,0.00847,-0.319886,-0.254396,1.489813,0.311102,-0.054937,-0.142693,clean
-2.330724,1.254586,-0.42523,0.63379,0.120774,0.027147,-1.374673,-0.280408,0.249226,1.005468,-2.033541,1.225221,0.965035,-0.543732,0.930642,-0.556569,-0.250905,-0.36884,clean
1.473241,1.055204,1.102265,-0.57293,0.595897,1.897003,1.336641,0.070059,0.852016,0.613285,1.214084,0.726814,-1.235579,1.107819,-0.87155,-0.754126,0.379521,0.113441,clean
-0.712338,0.207691,-1.0003,-0.619514,0.305792,0.246151,-0.111198,-0.557114,-0.992878,0.475586,-0.057917,0.404943,0.370865,-0.928586,0.252478,-0.471343,0.037033,-0.372068,clean
10.303789,1.526848,-7.489829,0.923085,-4.026225,1.452851,0.655695,1.762397,-4.98992,-1.397923,1.665271,-1.215939,1.17664,0.262419,-1.355772,-0.313168,2.06628,0.615175,buggy
1.816866,-1.806145,0.935866,-0.441607,-1.291513,1.269553,0.199968,1.427854,1.519028,3.234865,2.603851,0.937462,-0.785873,0.789591,-0.533332,-1.738731,1.098144,0.579561,clean
-1.931424,-0.123227,-0.031696,-0.316458,0.3468,0.247247,-0.186971,0.222118,0.415034,1.364216,-0.001728,0.775601,-0.409492,-0.066417,-0.544581,0.242927,-0.024263,-0.028422,clean
-0.569092,-4.391604,2.237716,2.013524,-2.226392,-0.146387,0.232759,-1.527969,-0.604925,-0.147799,-1.804808,-0.830131,0.808539,-0.630344,-0.869586,-0.565216,0.521243,-0.126768,clean
-2.68637,0.134453,-0.811402,0.355442,0.34855,-0.303737,-0.873379,-0.064821,-0.4759,0.589796,-1.311569,0.990517,0.740924,0.230798,0.163759,-0.251732,-0.311202,-0.001361,clean
-1.566641,-0.454606,-0.410639,0.740782,0.412143,0.359,0.356656,-0.288774,-0.527805,-0.591762,0.133285,-0.151817,1.059235,0.67735,0.813622,-0.404541,-0.682758,-0.333219,clean
-1.89246,0.063572,-0.759078,-0.381581,0.502294,0.149575,0.167641,-0.762829,-0.697553,0.383731,-0.553104,0.320947,0.246971,-0.316967,0.565396,-0.109628,-0.172882,-0.385057,clean
-3.016459,-0.152104,0.935516,-1.391075,0.390249,-0.782808,-0.640477,0.273451,-0.171911,-0.17739,-0.300325,-0.356667,-0.543585,-0.295761,-0.554431,0.813164,0.277197,0.030769,clean
2.522799,8.797129,6.002846,2.860186,-1.051921,4.168987,-1.277914,-0.122381,3.108369,0.939451,-3.624993,-0.245506,0.040183,0.711378,0.905467,0.30945,1.127246,-0.15456,clean
1.537946,-0.686444,0.092747,-2.137173,1.28168,-0.333199,0.595689,1.817616,1.665511,-1.87007,-0.615962,0.286071,-0.125214,-0.111699,-0.732791,-1.390158,-0.746534,-0.606455,clean
-2.297987,-0.422713,0.352854,-0.273846,0.135031,-0.127192,-0.697449,0.143475,-0.419599,-0.29373,-0.275305,1.128502,0.434927,0.639705,-0.225253,0.400341,-0.212618,-0.202096,clean
-1.592733,-0.116641,0.058242,-0.416987,0.151976,0.198833,-0.554783,0.785559,1.049669,1.87682,0.885344,0.352015,0.093602,-0.469215,-0.238063,-0.402871,0.000617,-0.417676,clean
-1.572963,0.212618,1.695898,-0.512946,-0.481919,0.446648,-0.272203,0.248918,0.49439,-0.793609,-0.485076,1.174858,-0.180951,0.117269,0.394514,0.850238,0.420406,-0.616812,clean
-1.523431,0.131744,-0.1361,0.788281,0.540783,0.303028,-0.603557,-0.122702,-0.602217,0.149749,-0.252525,0.578856,0.823346,1.189748,-0.24543,-0.083388,-0.633458,-0.036173,clean
-1.226471,1.819053,1.190192,0.217224,0.842914,-1.86952,0.390775,0.293214,-0.694997,-0.517324,0.568615,-0.77475,-0.110811,-0.265319,-0.423207,-0.129951,-0.549781,-0.046482,clean
-2.61225,-0.565663,0.582119,-0.702023,0.337058,-0.339668,-0.06357,1.656397,0.644094,-1.522878,0.416038,0.028502,-0.32275,-0.249568,1.51314,0.309798,-0.031235,-0.132729,clean
0.096885,-0.151297,0.960588,-0.415022,0.656272,-0.041332,-0.67403,0.555641,0.367043,0.301287,1.010852,-0.50256,0.377226,0.321899,-0.74612,0.386609,-0.403925,0.17615,clean
-1.759611,-0.187973,0.657478,-0.558089,0.241745,0.254592,-0.22359,1.627491,1.196278,0.3474,1.311737,0.181344,-0.50956,-0.456109,0.525345,-0.006037,-0.46497,-0.543828,clean
4.267303,5.166535,3.363581,0.729198,-0.293277,-0.391818,-0.115702,0.732339,0.834035,-0.271149,-0.083375,-0.890508,0.87564,-0.335647,-0.706216,0.074616,-0.688292,0.737058,clean
-1.078745,-0.083661,0.069513,-1.203891,0.578767,-0.630994,-0.763267,0.64335,-0.358507,-0.665039,0.153681,-1.00989,0.411404,-0.405239,-0.587423,0.36886,-0.202464,0.565278,clean
-1.811522,-1.801823,0.791375,0.369324,-0.579126,-0.080979,0.167625,-1.036266,-0.587057,-0.266934,-1.364073,0.250059,0.580702,-0.566927,-0.671306,0.357815,0.292214,-0.141973,clean
-1.928992,-0.381665,0.331493,-0.610052,0.683796,0.346294,0.910672,0.146482,-0.090279,-1.274432,0.578421,-0.390091,-0.365617,0.090128,0.90426,0.383528,-0.374509,-0.360018,clean
-0.320397,-0.984458,0.236176,-0.611433,0.465002,-0.317626,-0.278364,0.514034,0.812138,0.862225,0.362129,-0.598313,0.43067,1.012264,-0.142117,0.546337,0.212299,0.878355,clean
-0.53677,-0.918357,0.589094,-1.47148,0.537175,-0.569835,-0.677383,0.510147,0.28256,-1.07504,-0.313806,0.773118,0.814725,0.073776,-1.121286,-0.284666,0.344842,-0.033422,buggy
-1.516367,-0.540333,0.504207,-0.337493,0.580525,0.558111,0.930636,0.092985,-0.159911,-1.372184,0.990989,-0.24316,-0.121059,0.524952,0.774685,0.376149,-0.523923,-0.375835,clean
-0.935369,0.017415,-0.076302,-1.228178,-0.574846,0.588648,0.118781,1.010655,1.031704,2.827595,1.534353,0.06396,-1.091937,-0.530747,0.027312,-0.189622,0.256872,-0.515555,clean
-0.374394,-0.805852,0.154311,-0.293568,0.964584,0.543354,1.353628,-0.65501,-0.000278,-1.434434,0.596257,-0.8733,1.315438,0.10169,0.241857,0.102301,-0.027945,0.121354,buggy
1.627645,-0.645576,0.03608,-0.391852,0.444892,1.606903,1.483935,-1.133219,-1.003171,1.087861,2.082555,-0.407046,-0.79646,-0.105815,-0.41716,-0.352322,-0.306932,-0.606342,clean
-0.165392,-0.100653,-1.821575,0.831941,0.738646,-0.862034,-1.628675,-0.792476,1.783723,0.172259,0.360611,0.316357,-1.370183,-0.804388,-1.09703,0.259708,0.205562,0.953774,clean
-1.141255,-0.116267,0.26324,-1.133394,1.59663,-0.472098,0.10192,-0.572965,-0.858034,-0.664419,-0.068093,-0.762741,-0.376746,-0.636842,-0.39254,0.749066,0.178969,-0.317007,clean
-1.790986,0.461888,1.468574,-0.637637,-0.313181,0.311102,-0.432983,-0.109111,0.257067,-0.178717,-0.716288,0.766088,-0.270655,0.088873,-0.083062,0.835087,0.459127,-0.48812,clean
-2.609876,-0.374301,-0.251925,-0.126829,0.084775,-0.449465,-0.970732,-0.476305,-0.225127,0.324356,-1.308294,1.40534,1.03547,-0.503398,-0.03053,0.114992,0.075301,-0.293236,clean
-2.202114,0.676929,0.820349,0.105211,0.25853,-2.407258,0.787233,0.582368,-0.121629,0.316395,0.505006,-0.309223,-0.252142,-0.083275,0.063623,-0.180448,-0.157809,0.146622,clean
-2.700032,-0.009119,1.016274,-1.28058,0.484892,-0.848351,-0.120998,-0.119586,-0.356715,-0.342673,-0.203933,-0.382667,-0.500686,-0.31171,-0.601472,0.835947,0.206665,-0.089957,clean
-1.708879,-1.546864,1.212097,-0.185703,-0.254337,-0.042331,0.527983,2.031208,1.368875,-1.780914,1.044734,0.68979,-0.258288,-0.168844,1.924005,0.043824,0.327959,-0.136969,clean
-2.756543,-0.089509,0.382004,-0.871077,0.608345,-0.450462,-0.437593,0.407723,-0.160487,-0.020987,-0.033839,-0.830992,-0.524403,-0.029516,-0.113864,0.394389,-0.090574,0.111613,clean
0.832402,0.501706,-0.824491,-0.428229,0.253314,-0.036044,0.384539,-0.520721,-0.407313,0.605742,-0.147152,-0.009572,1.111743,-1.493226,0.516924,-0.907309,0.427938,0.245514,buggy
-1.621932,0.035572,0.417632,-1.853974,0.000511,-0.702274,-0.213153,-0.295185,-1.267654,-0.645537,-0.074501,-0.493984,-0.589591,-0.531108,-0.406257,0.94433,0.452522,-0.100935,clean
-2.615516,0.388756,-1.277783,0.988977,0.728122,-0.334091,-0.462759,1.556118,-0.121431,0.584095,0.199,-1.875878,0.186187,0.817656,1.576153,-1.077465,-0.977064,0.439181,clean
1.026457,1.081489,0.221841,0.698908,1.33609,1.65373,0.857896,-1.341235,-0.542272,-0.113221,-0.340663,0.510261,0.239302,0.242405,0.195841,-0.130381,-0.281891,-0.576397,clean
3.081326,-1.242945,-1.685769,1.411246,1.856891,0.399865,0.419577,1.140845,0.773584,2.279592,0.11519,1.204719,-0.696857,-0.64869,-1.165172,1.203315,1.190947,1.51641,buggy
-0.554388,-0.983033,0.903689,-0.920168,0.145794,0.97268,1.452954,-1.84696,-0.961211,-0.87645,0.807151,-0.366009,0.543204,0.364307,-0.528097,0.589319,0.398347,-0.55294,clean
-1.226675,0.168357,-1.495177,1.074358,1.281182,0.894443,1.804494,-0.447015,-0.765671,-0.322737,0.48522,-2.007359,0.183096,0.778912,1.787781,-0.859698,-1.219229,-0.319561,clean
-0.769398,-3.93835,2.557737,1.846267,-1.781513,-0.586986,-0.689916,0.107999,-0.16004,0.541657,-0.292093,-2.316909,-0.634698,0.321961,-0.083618,-0.862994,-0.200202,0.2132,clean
-1.977414,-0.198078,0.818909,-0.508612,0.20316,0.108297,-0.387761,0.650935,0.307841,0.495335,0.491621,-0.223373,-0.603253,0.37857,-0.246553,0.31199,-0.121518,-0.030436,clean
-2.952949,-0.061651,-0.207175,-0.450931,-0.037891,-0.53717,-1.45926,-0.747018,-0.233464,0.712617,-1.879817,2.301346,0.943211,-0.588289,-0.164192,0.163189,0.161303,-0.458816,clean
-1.511599,0.427339,0.269856,-0.744809,0.584381,-0.242866,-0.783414,0.616869,-0.657193,-0.129975,0.114175,-1.023204,-0.581151,-0.412742,-0.057014,-0.025707,-0.148978,0.291636,clean
-1.184523,-0.864895,1.094936,-0.996429,0.337639,1.138165,1.517482,-1.652525,-0.572215,-0.02507,0.727594,0.149703,-0.848516,1.016516,-1.133532,0.925977,0.327425,-0.064544,clean
-0.22383,0.631429,-0.924242,-2.530956,-1.383953,-0.079257,-0.653752,-0.633004,-2.721861,-1.10319,-0.062749,-0.018747,-0.285492,-1.201371,-0.333325,0.438412,0.467557,-0.342049,clean
-2.577561,0.321387,-1.266543,0.447433,0.500452,-0.896425,-1.4891,-1.428483,1.104077,-0.745504,0.229919,-0.312713,-0.92999,-0.437454,0.173362,-0.465324,-0.36872,0.351633,clean
0.289048,-0.034922,-1.648047,-0.010782,-0.043004,1.363309,1.876132,-1.264065,0.387392,2.07376,0.84591,-0.289661,0.787964,-1.419163,1.319113,-1.050861,-0.238304,-1.668851,clean
1.122489,-0.764679,1.745605,2.803245,-0.944338,0.669582,-0.088474,-0.617052,-2.198885,-0.537449,2.37319,1.152855,1.476005,3.98447,-0.078436,0.01171,-3.13217,-1.337906,clean
-0.836595,0.200971,-2.283171,0.038774,-1.173075,0.134032,-0.522435,-0.16286,-1.88465,1.299187,-1.677996,1.609304,0.891421,-0.060306,1.42241,-1.147913,0.366848,0.517866,clean
2.914857,-0.887698,-0.297789,-1.422941,-1.29287,0.21064,-0.449392,1.438866,-1.579326,-1.452629,1.918291,0.046859,0.380317,-0.235215,0.371555,-0.344307,-0.454841,0.92877,clean
-1.53778,-0.144996,-0.105179,-0.30876,0.762239,0.52905,0.611967,-0.937376,-0.465544,-0.143627,0.056127,0.256883,0.301683,0.144792,-0.05603,0.22983,-0.382661,-0.645226,clean
-2.560935,-0.061108,-0.266133,-0.120273,0.462159,-0.23276,-0.559429,-0.04295,-0.467263,0.269787,-0.892229,0.685583,0.235382,0.228062,-0.329606,0.273034,-0.131612,0.114201,clean
-2.382459,-0.778777,1.168633,-1.286648,0.252555,-0.142894,0.106473,0.594968,0.31967,-1.443923,0.257311,0.476192,-0.296079,-0.221228,0.357597,0.894738,0.423768,-0.287599,clean
-1.013465,-0.094622,-1.533767,1.389022,-0.147577,0.548115,-0.352847,0.440879,0.050321,2.099233,-1.375507,3.055371,-0.124502,-1.010802,-1.094429,0.563262,-0.014128,0.043503,clean
-2.728325,0.04026,0.18023,-0.674835,0.690208,-0.423898,-0.459472,0.582132,-0.140917,0.016936,0.101535,-0.938195,-0.433025,0.096728,0.067553,0.249161,-0.237797,0.162029,clean
3.5748,1.86147,-6.813041,7.678652,1.981646,0.381631,-0.439072,4.429441,-2.914075,-1.009182,0.946273,-1.937874,0.085956,2.149455,-0.915261,-0.231575,1.298275,-0.357427,clean
4.917287,1.221244,-7.017603,-0.768219,-6.794751,-0.371812,-0.336987,3.34884,0.627365,0.279733,-0.49958,-1.891019,3.863793,1.236004,-0.542796,1.755023,0.31251,-0.493811,clean
0.216722,-5.784273,3.661071,3.243363,-3.012682,-0.499784,-0.720025,-0.222252,-0.831579,1.168094,-0.650865,-2.811171,-1.858966,0.978188,-0.40459,-1.414141,-0.998126,0.109701,clean
-2.310344,-0.004081,-1.016056,1.139607,0.522656,-0.111632,-0.090213,1.811297,0.202305,0.137691,0.330415,-1.45671,0.006472,0.815475,2.014292,-1.104102,-0.861658,0.44474,clean
5.616595,4.225782,-10.495651,0.756851,-7.603556,-1.45372,-3.322633,-3.472914,4.258998,-2.534787,-0.301087,-1.027012,-0.389884,0.068428,-0.266408,2.272596,-1.265234,-1.699152,clean
-1.913662,-0.77708,1.527119,-0.433411,-0.19411,-0.036276,-0.759469,0.206563,-0.166084,-0.424265,0.385883,0.113973,0.444844,0.847439,-0.847549,0.627187,0.226285,0.080101,clean
-1.67092,2.097531,1.505767,-0.227254,0.344892,0.613446,-0.494407,0.397727,0.710862,0.083033,-0.806557,-1.252518,-0.619818,-0.081875,0.369102,0.412263,0.248059,-0.054308,clean
0.266395,-0.439641,-0.480274,-2.278422,-0.575579,0.793258,1.118903,-2.309346,-1.782824,0.031761,-0.314243,1.20461,-0.842016,0.604239,1.770782,-0.422971,1.091392,2.794213,buggy
-0.244741,-0.032439,0.378176,0.767093,0.351461,0.11032,0.866515,-1.19088,-1.105656,0.05886,0.452068,0.982653,0.840196,1.36371,-0.498194,-0.051275,-0.322002,-0.219898,clean
-1.64581,0.164684,0.847708,0.220264,0.154243,-0.148252,-0.321879,0.663616,-0.001714,0.224682,0.996306,-0.295278,0.194232,0.934297,-0.352644,0.028245,-0.54438,0.140666,clean
-2.412419,-0.433755,0.480656,-0.320742,0.008156,-0.196227,-0.866025,-0.102558,-0.540742,0.03755,-0.619913,1.147548,0.434033,0.494297,-0.79184,0.605616,-0.054788,-0.044802,clean
-2.063291,-0.420046,0.586453,-0.439794,0.172391,0.00242,-0.305762,1.351021,0.700745,-0.015695,0.923076,-0.039638,-0.280858,0.020355,0.485583,0.060997,-0.27113,-0.220151,clean
18.099486,9.99984,5.906598,0.902387,-1.114599,4.028987,-2.207687,2.751309,1.298601,-2.672658,-0.741252,0.65272,-0.141167,-1.117332,-0.820998,-1.930451,-1.282608,-2.054859,clean
-2.664428,-0.028533,0.489331,-0.841654,0.59811,-0.373518,-0.516051,0.488348,-0.101027,0.000486,0.056867,-0.699094,-0.475226,0.130736,-0.15862,0.440924,-0.047623,0.137764,clean
-1.807543,1.453418,1.353486,-0.472855,0.255225,0.316797,-0.512996,0.267106,0.378032,-0.021117,-0.635672,-0.909407,-0.498963,0.012626,0.147047,0.573636,0.247406,-0.277367,clean
8.552617,13.310285,11.027778,4.529093,-0.993164,9.142856,-1.225947,-0.823944,5.15332,-0.445185,-4.190343,-2.056443,0.337151,0.771865,0.655855,0.892707,0.840371,-0.0053,clean
-1.044298,-0.059785,-1.203614,1.0899,-0.009651,0.51042,-0.214569,0.683961,0.087603,1.826078,-0.966175,2.292282,-0.456531,-0.938093,-1.152819,0.708526,0.020178,0.104031,clean
1.048963,0.288356,-2.1165,-1.755186,-0.726056,-0.170759,-0.758352,0.946569,-0.776864,2.204207,0.268708,0.643339,0.202897,-2.432299,1.235507,-1.572188,0.873223,0.885272,clean
-2.156471,0.746583,-1.485154,1.789972,0.347692,-0.715857,-0.465185,0.402099,-0.764588,0.833784,-0.990867,0.638855,1.223691,0.892053,1.079399,-1.031877,-1.150381,-0.013475,clean
-0.712687,-1.931136,0.545793,0.225801,-0.279359,0.407466,0.936874,-0.809458,1.564243,-0.152268,0.905223,-0.987849,3.301976,-0.526626,0.212777,-0.849617,2.418095,-0.078584,clean
8.380013,1.327188,-3.562921,-4.907376,-4.242202,-0.168571,0.892312,-0.678358,0.956668,2.784624,-1.66628,-2.009868,1.215745,0.871111,2.075307,3.436778,-1.180068,-0.270158,clean
4.902885,0.448893,0.384745,-0.52331,2.656619,1.818866,0.118063,-0.351196,-0.06964,2.884529,2.744995,0.512906,-1.814813,-0.994257,-1.501692,-0.330024,0.035913,-0.431371,clean
1.840612,-3.858781,2.077386,0.618237,-1.243834,0.815617,1.678322,-1.286207,1.787074,-0.811574,1.838338,-1.551486,3.844918,-0.357442,-0.301552,-0.32257,2.292094,-0.799632,clean
8.067738,2.791281,-2.260462,2.652399,3.650175,-0.159879,0.055306,2.684364,0.061918,-1.112891,-0.226516,0.156686,0.570978,-0.430494,-1.649165,-1.187222,0.158552,0.10873,buggy
-2.373601,-0.32721,-0.16335,0.151235,0.072394,-0.210677,-0.847661,0.105925,0.04023,0.548306,-0.420872,0.678752,0.922184,0.461127,0.120951,-0.301044,0.173413,0.166017,clean
-1.260796,-0.291928,0.269668,-0.625129,1.05476,-0.300148,-0.596145,0.505698,-0.240297,0.610229,0.556088,-0.662092,-0.852973,0.056027,-0.266332,0.131778,-0.04922,0.31335,clean
-2.376051,0.009704,-0.757,0.190201,0.474602,-0.037325,-0.173216,-1.02349,-0.891844,0.161148,-1.582013,0.838703,0.762693,-0.126319,0.099902,-0.038578,-0.390502,-0.506,clean
