@relation 'PC1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-7'

@attribute '0.26 total_Op...' numeric
@attribute -0.495lOComment... numeric
@attribute '0.77 L...' numeric
@attribute -0.54ev(g)... numeric
@attribute 0.601I... numeric
@attribute -0.612lOBlank... numeric
@attribute class {buggy,clean}

@data
-2.216327,0.555166,1.223637,-0.219147,-0.162989,0.052465,clean
-1.423236,0.41928,-0.345464,0.029027,0.046031,0.186053,clean
-1.47926,0.415088,-0.437456,0.002229,-0.058011,0.10451,clean
-1.344629,0.46847,-0.728944,-0.013154,-0.182181,-0.014087,clean
-1.180525,-0.036878,-0.098236,0.283869,0.432495,0.002885,clean
0.243498,-1.560029,1.924229,-0.115772,3.320269,1.260309,clean
-2.253474,0.58311,1.202194,-0.215717,-0.223717,0.027196,clean
11.433274,5.65678,-1.138145,3.734011,0.854063,2.549157,clean
-0.583826,0.291022,-1.17069,1.094703,-0.483356,0.549721,clean
0.216006,-0.950355,0.012027,0.595977,0.102367,0.176345,clean
2.978472,-1.690625,-0.132505,0.090623,0.219586,-1.278157,clean
-2.100456,0.443728,0.36974,-0.029165,-0.165922,-0.08699,clean
-1.631591,0.443714,0.05096,-0.308839,-0.059526,0.131853,clean
4.551831,1.615665,-1.989692,0.401949,-0.08965,0.889166,clean
-1.490331,0.333502,-0.412613,0.044907,-0.077011,-0.086235,clean
-0.557756,-0.227107,-0.134209,-0.08743,0.338696,-0.255879,clean
-0.368807,-0.502959,-0.444463,0.077082,-0.659472,0.128384,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
2.09665,-0.169782,-0.384428,-0.630366,0.961923,-0.188074,clean
-0.2384,0.018793,-0.478615,0.203509,0.617465,0.051815,clean
-2.16886,0.51818,1.246131,-0.227916,-0.101813,0.075474,clean
-0.442049,0.425904,-0.982034,0.054337,-0.043227,0.053309,clean
7.506321,-3.12501,0.302104,-0.645987,0.262244,-1.540596,clean
0.593477,0.363393,-0.922529,-0.458079,0.282467,0.285501,clean
-2.253474,0.58311,1.202194,-0.215717,-0.223717,0.027196,clean
-1.156082,0.298917,-0.45285,0.03745,0.181862,0.180333,clean
1.492146,0.021974,-1.245621,0.330453,-0.767755,1.073116,clean
0.834314,-1.120281,-0.257782,0.618023,-0.504339,0.449698,clean
-1.8353,0.125575,0.471477,0.127173,-0.27965,0.272489,clean
-0.669965,-0.279152,0.035201,0.383976,0.865349,0.032675,clean
4.686659,-0.309442,-1.283528,-0.166066,-0.233916,-1.001821,clean
-0.815688,0.008177,-0.197033,0.104893,0.234141,0.326414,clean
-2.239244,0.571978,0.916846,-0.151513,-0.248479,-0.001636,clean
-1.260489,0.243918,0.329702,-0.458801,0.231875,0.186527,clean
-1.532828,-0.006696,0.126652,0.117289,0.178362,-0.19286,clean
-2.321713,0.558072,1.818605,-0.2877,-0.297661,-0.040699,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-0.271566,0.033149,-0.716121,0.092842,-0.313733,0.048559,clean
-1.618342,0.359026,-0.194328,0.034742,0.027999,0.100003,clean
-2.04467,0.412751,0.532128,-0.059585,-0.030345,0.02345,clean
0.799193,-1.380471,-0.311793,0.8334,-0.463294,-0.347996,clean
-1.018539,0.011792,-0.296492,0.161708,0.267328,-0.123143,clean
-0.546752,0.221556,-0.408738,-0.2061,0.30257,0.390972,clean
-2.155989,0.511921,0.6664,-0.094122,-0.179086,0.008157,clean
-0.788919,-0.218417,-0.054733,0.3374,0.438711,0.236351,clean
-0.16124,-0.261022,-0.391145,-0.639405,-0.353842,-0.344737,clean
-1.835696,0.330712,0.14725,0.055945,0.122938,0.095219,clean
1.814376,-0.214169,-0.818086,0.742497,0.608001,-0.233928,clean
-1.032885,0.250088,-0.358436,0.036451,0.204461,0.121725,clean
-1.721499,0.360927,0.096047,-0.067748,-0.012671,0.051267,clean
-1.132812,-0.036941,-0.356174,0.265314,-0.089606,0.043767,clean
-0.866597,-0.23789,-0.43214,0.273402,-0.069796,-0.433996,clean
-2.321713,0.558072,1.818605,-0.2877,-0.297661,-0.040699,clean
-1.147035,0.279583,-0.447695,-0.29023,-0.115408,-0.16028,clean
-0.024171,0.073402,-1.065448,0.477358,-0.221919,-0.082331,clean
-2.580451,0.962529,3.153932,-0.580203,-0.539231,0.024963,clean
-1.389296,0.364331,-0.472313,0.090195,-0.021037,0.075461,clean
-0.773219,0.004203,-0.376293,0.227782,0.621287,0.116059,clean
-1.998701,0.443289,-0.045653,0.10493,-0.112647,0.011891,clean
-2.304798,0.616002,1.184422,-0.202804,-0.260227,0.018217,clean
-2.210156,0.536486,1.33642,-0.245466,-0.146598,0.024546,clean
-1.15241,0.572611,-0.978557,-0.030721,-0.340415,-0.006459,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-0.16124,-0.261022,-0.391145,-0.639405,-0.353842,-0.344737,clean
-0.86719,-0.072561,-0.259421,-0.037088,0.204844,-0.258419,clean
-0.650198,0.171237,-0.85656,0.000608,0.056543,-0.149886,clean
-0.313451,0.321341,-1.077531,0.021332,-0.071834,0.160214,clean
-1.801883,0.315898,0.126672,0.027482,0.005311,-0.019908,clean
1.790305,-0.920786,-0.509017,0.635276,-1.01542,1.465768,clean
-0.880727,0.104951,-0.456222,-0.045323,0.148059,-0.022612,clean
-1.116287,0.291788,-0.490212,0.336039,0.249161,0.139245,clean
-0.260087,0.223412,-0.505092,-0.582109,-0.094485,0.32354,clean
-2.664777,1.033624,3.099056,-0.568659,-0.718579,-0.097853,clean
-0.866597,-0.23789,-0.43214,0.273402,-0.069796,-0.433996,clean
-1.308822,0.014778,0.186297,-0.126428,0.157056,-0.18399,clean
-1.645748,0.283274,0.18848,-0.112909,0.009692,-0.041251,clean
-0.467734,0.284471,-0.633813,0.555619,0.489553,0.108213,clean
-1.629425,0.281513,-0.154627,0.15886,0.130981,0.033912,clean
-0.915231,-0.08051,-0.093067,-0.022768,0.389104,-0.175485,clean
-1.998701,0.443289,-0.045653,0.10493,-0.112647,0.011891,clean
-0.75187,0.182928,-0.771561,0.182928,0.098095,-0.164947,clean
-1.440992,0.238477,-0.019491,-0.076012,0.06299,0.082656,clean
-1.127959,0.172982,-0.371522,0.211561,0.302027,0.078941,clean
-0.889234,-0.008024,-0.495243,0.379639,-0.178803,0.242058,clean
-2.279485,0.58984,0.897671,-0.144233,-0.314445,-0.072099,clean
-1.291586,0.154344,-0.104085,0.193251,0.419541,0.149588,clean
-0.327137,-0.067666,-0.489501,0.272742,0.439841,0.343686,clean
-1.129771,-0.092535,-0.244516,0.28014,0.346404,-0.173531,clean
-1.442537,0.450639,-0.415499,-0.278837,-0.173178,0.046686,clean
-0.972916,0.123521,-0.32078,0.224882,0.430931,0.13157,clean
-1.763692,0.224301,-0.023417,0.123769,-0.029112,-0.085349,clean
-0.952462,0.368811,-0.748165,0.083565,-0.211852,0.352887,clean
-1.448562,0.328254,-0.123045,-0.116894,-0.007167,0.050465,clean
-1.581441,0.337923,-0.154346,0.03466,0.082965,0.140337,clean
-1.463344,0.33523,-0.125962,-0.112612,-0.007215,0.052925,clean
-1.034092,0.386671,-0.617853,-0.184108,-0.054679,0.075914,clean
-1.461831,0.178215,-0.425204,0.224109,-0.181648,0.093278,clean
-0.889234,-0.008024,-0.495243,0.379639,-0.178803,0.242058,clean
14.016467,1.569105,0.597002,0.104484,2.793338,2.958066,clean
0.079884,0.44691,-1.23574,-0.062314,0.026558,0.115578,clean
-0.934081,0.148446,-0.332696,-0.04945,0.0158,0.310231,clean
-1.376625,0.174599,-0.531053,0.260695,-0.202947,0.060398,clean
-2.646858,0.968434,3.104834,-0.553267,-0.798737,-0.247751,clean
-2.665074,1.048447,3.097353,-0.568,-0.715223,-0.050524,clean
2.039539,0.306212,-0.95369,-0.538534,0.506387,0.504245,clean
-1.010569,0.027691,-0.2152,0.235998,0.638484,0.147607,clean
-1.733794,-0.51077,2.014542,-0.060209,-0.229271,-0.660412,clean
-2.661938,0.990233,3.100215,-0.548326,-0.795428,-0.197961,clean
0.534052,-0.433443,-0.143781,-0.216073,1.046351,0.282338,clean
-1.922489,0.462359,-0.197637,0.08941,-0.146297,0.051819,clean
-1.883061,0.351237,0.211917,0.001638,-0.047082,-0.028248,clean
-0.962903,0.351342,-0.268352,-0.017871,0.299156,0.326135,clean
-1.75131,-0.489472,1.7716,-0.003683,-0.259497,-0.63429,clean
-0.954923,0.474953,-1.042541,0.530962,-0.292628,0.249342,clean
-1.613869,0.519633,-0.165366,-0.286052,-0.1979,0.07774,clean
-0.608261,0.5377,-1.067021,0.048074,-0.126352,0.037701,clean
1.250094,-2.125941,2.445361,-0.361659,4.874187,1.856786,clean
-1.402872,0.44824,-0.55369,0.087695,-0.061256,0.116858,clean
-0.500985,0.662647,-1.119429,-0.479415,-0.339234,0.167399,clean
-1.70004,0.309795,-0.129107,0.095853,0.020872,0.074479,clean
-0.184794,0.625746,-1.214047,-0.440119,-0.333701,0.092327,clean
-1.373894,0.42045,-0.521551,0.072175,-0.00978,0.135651,clean
-0.966976,0.693808,-1.10062,-0.299903,-0.452776,0.094575,clean
-1.685258,0.302818,-0.126191,0.09157,0.020919,0.072019,clean
-1.9129,0.371475,0.076703,0.05086,-0.053351,-0.027154,clean
-2.320867,0.63614,1.169522,-0.202986,-0.315472,-0.00706,clean
0.736273,-0.46996,-0.049995,0.596241,1.530752,0.108595,clean
-1.23189,0.214744,-0.473071,0.094385,-0.027271,-0.113312,clean
-0.531459,0.558066,-1.083398,-0.453254,-0.251475,0.115468,clean
-1.535625,0.540783,-0.418758,-0.317142,-0.290201,0.030272,clean
-1.687323,0.229016,0.927921,-0.284967,0.236415,0.064984,clean
-2.02578,0.286398,0.430645,0.062771,-0.338193,0.048558,clean
-0.901555,0.430567,-0.977039,0.314391,-0.001845,0.14104,clean
-1.021284,0.611317,-0.990312,-0.268538,-0.353061,0.082847,clean
0.043583,0.301893,-1.054134,-0.524891,-0.178851,-0.002695,clean
-2.679856,1.055424,3.094437,-0.563717,-0.71527,-0.048064,clean
-0.127636,0.73098,-1.363658,0.632264,-0.147622,0.254389,clean
-1.815855,0.420594,-0.123004,-0.007666,-0.128836,-0.003654,clean
-1.81675,0.451476,-0.099096,0.023193,-0.07267,0.095141,clean
-0.901555,0.430567,-0.977039,0.314391,-0.001845,0.14104,clean
-0.875516,0.615698,-1.071631,0.004083,-0.270613,0.102336,clean
0.494231,-0.765722,0.180087,-0.362673,0.420921,0.5577,clean
-0.901555,0.430567,-0.977039,0.314391,-0.001845,0.14104,clean
-0.929997,0.619125,-1.163041,-0.112887,-0.364985,0.060242,clean
0.479697,-1.097675,0.317814,0.330966,-0.025126,1.033721,clean
-1.23189,0.214744,-0.473071,0.094385,-0.027271,-0.113312,clean
-1.041482,0.553757,-0.782592,0.074321,-0.150697,0.222249,clean
-0.584061,0.83097,-1.380636,-0.300462,-0.562243,0.043607,clean
0.205113,0.411993,-0.78055,-0.551531,0.245899,0.297939,clean
-1.301208,-0.143411,0.191582,0.130997,0.091212,0.050853,clean
-0.744191,0.623451,-1.09794,0.263581,-0.228443,0.271275,clean
2.52177,1.376866,-1.96947,-1.171333,-0.545495,0.48248,clean
0.543399,-0.984064,-0.065486,0.23379,-0.029788,0.233914,clean
2.143004,-2.728283,-0.461114,1.241697,-1.208728,-2.01415,clean
1.05111,0.346419,-1.043799,1.0373,0.432792,0.197032,clean
-1.605671,0.466275,-0.344921,-0.205246,-0.227076,-0.013975,clean
-2.063871,0.447705,0.338431,-0.012289,-0.088212,0.030989,clean
-1.193378,0.556559,-1.024012,-0.03296,-0.325547,-0.068834,clean
1.471631,0.499866,-0.9288,1.259537,0.570995,0.399541,clean
-0.599069,0.576172,-1.28311,-0.252455,-0.355317,-0.003058,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-0.502456,0.605992,-1.433534,-0.158219,-0.367635,-0.013444,clean
0.728381,0.186537,-0.771202,0.101825,0.296162,0.189933,clean
-2.062432,0.41456,0.704595,-0.097489,0.007424,0.055164,clean
-1.217845,0.423691,-0.938668,0.400596,-0.093868,-0.025038,clean
-2.496082,0.816447,2.17089,-0.397686,-0.488181,-0.058617,clean
-1.393597,0.470332,-0.728572,-0.033961,-0.215388,-0.030355,clean
-1.664699,-0.216876,0.995767,-0.000907,0.112816,-0.261113,clean
11.624668,-4.604228,5.549674,1.353669,14.024283,6.08867,clean
-1.657951,0.489341,-0.310496,-0.211043,-0.249667,-0.010026,clean
-1.509668,0.007138,0.011208,0.194173,-0.129909,0.025332,clean
-2.08605,0.443271,0.694739,-0.093015,-0.005802,0.097116,clean
-0.756037,0.519275,-1.10131,0.464415,-0.097732,0.138177,clean
-2.182618,0.446238,1.361328,-0.219407,-0.088972,-0.003564,clean
-1.763692,0.224301,-0.023417,0.123769,-0.029112,-0.085349,clean
-1.885844,0.386665,0.528395,-0.145751,-0.067761,0.046935,clean
-0.26352,0.828847,-1.500084,-0.439015,-0.582989,0.073482,clean
-2.076255,0.361373,1.178507,-0.176061,0.047282,0.044398,clean
-2.02578,0.286398,0.430645,0.062771,-0.338193,0.048558,clean
-1.244025,0.36118,-0.628524,0.168315,-0.033471,0.063806,clean
-3.545845,2.571692,10.161746,-1.831145,-2.298099,-0.384058,clean
-2.679856,1.055424,3.094437,-0.563717,-0.71527,-0.048064,clean
-1.754631,0.350217,0.04543,-0.00731,0.00854,0.084899,clean
-1.727816,0.555877,-0.653837,0.171051,-0.267405,0.057267,clean
1.558414,0.314386,-0.359611,-0.739103,0.811721,0.908461,clean
-0.741477,0.427442,-1.0132,0.153372,-0.094011,0.242281,clean
-1.414588,0.490091,-0.355822,-0.275715,-0.174521,0.090073,clean
3.274946,0.184835,-0.368356,-2.28606,1.157407,0.917449,clean
-1.719453,0.373938,-0.039811,-0.022366,-0.057057,0.053803,clean
-0.189193,0.706056,-1.032128,-0.661204,-0.301263,0.338392,clean
-1.083879,0.051193,0.157853,0.241374,0.834589,0.306269,clean
-1.242705,0.261361,-0.629241,0.180948,0.095915,0.0037,clean
-1.620404,0.1466,-0.211683,0.227013,-0.040242,-0.153487,clean
0.546132,0.512631,-1.138535,0.137859,0.197176,0.461779,clean
-0.881589,0.283862,-0.418405,-0.20913,0.07608,0.185097,clean
-2.246405,0.550119,0.846369,-0.11556,-0.147817,0.072382,clean
-2.432141,0.383837,-0.399777,0.041246,-0.078711,0.051555,clean
-2.086925,0.469869,0.197313,0.028464,-0.140269,0.008679,clean
-0.884514,0.30474,-0.498144,-0.176573,0.043418,0.172768,clean
-1.472398,0.479415,-0.423034,-0.269612,-0.169917,0.098935,clean
-1.064122,0.6538,-1.026427,-0.164928,-0.409806,-0.009525,clean
-0.984528,0.46196,-0.785746,0.008727,-0.038262,0.196577,clean
-1.664689,0.328574,-0.069854,-0.030003,-0.029599,-0.020479,clean
-0.250867,0.430781,-1.060913,-0.297775,-0.038751,0.115364,clean
-1.611302,0.366699,-0.161881,0.043884,0.086226,0.192587,clean
1.219553,0.842374,-1.809686,-0.62802,-0.436136,0.088011,clean
-2.636172,1.014963,3.122802,-0.569081,-0.630374,-0.011742,clean
-2.679856,1.055424,3.094437,-0.563717,-0.71527,-0.048064,clean
-2.462455,0.391888,-0.355412,0.03304,-0.070241,0.06695,clean
-1.854966,0.351287,0.053478,0.088094,0.089646,0.089513,clean
-1.801883,0.315898,0.126672,0.027482,0.005311,-0.019908,clean
-0.847828,0.370399,-1.062744,0.455662,-0.02401,0.058353,clean
-1.883061,0.351237,0.211917,0.001638,-0.047082,-0.028248,clean
-0.212278,0.208738,-0.632599,0.072266,0.381386,0.224742,clean
-2.107312,0.529265,0.242857,-0.04429,-0.229755,0.049819,clean
5.885466,0.824285,-1.556323,3.040086,-1.061403,1.903715,clean
0.226434,-0.154026,-0.414443,-0.482505,-0.777082,0.970969,clean
-1.424211,0.127948,0.274325,0.078837,0.59879,0.315945,clean
-1.556249,0.429601,-0.142586,-0.080728,-0.063261,0.152423,clean
-1.312172,0.300341,-0.337206,0.146278,0.195997,0.167758,clean
-1.858978,0.420519,-0.231065,0.087499,-0.147827,-0.011593,clean
0.4618,0.448105,-0.958832,-0.666421,-0.172678,0.547736,clean
-1.06067,0.29748,-0.258409,-0.065704,0.209407,0.288277,clean
-1.941163,0.48055,0.416172,-0.151966,-0.120346,0.144699,clean
0.645814,0.506799,-0.906577,-0.092189,0.337936,0.591251,clean
-2.19842,0.536437,1.273252,-0.238052,-0.182471,0.003069,clean
-1.016244,0.416314,-1.014128,0.101269,-0.140447,-0.059673,clean
-1.780798,0.284321,0.211933,0.025359,0.14863,0.057827,clean
-2.026785,0.470735,0.659964,-0.162787,-0.153195,0.029769,clean
0.110901,0.364467,-0.978493,-0.102501,-0.098193,0.26608,clean
-1.42115,0.345541,-0.62983,0.169326,-0.053529,0.01877,clean
-0.015045,0.325957,-0.713863,-0.061006,0.251852,0.315896,clean
-1.889281,0.41724,-0.02653,0.020721,-0.12799,0.000029,clean
-1.109908,0.286994,-0.532736,-0.125825,0.074359,0.04635,clean
8.527184,0.114713,0.351528,-3.992124,2.200189,2.63888,clean
-1.129567,0.362435,-0.653448,-0.077829,-0.089391,0.039262,clean
-0.892886,0.288483,-0.649937,-0.12084,0.102281,0.10171,clean
-2.389896,0.707441,1.597181,-0.286126,-0.361999,0.003841,clean
-1.902791,0.5492,0.376686,-0.350948,-0.251677,0.068323,clean
-0.588997,-0.0653,0.07851,-0.117854,0.833502,0.456998,clean
-1.630816,0.387583,-0.365478,0.101162,-0.060163,0.020123,clean
2.602894,-0.945651,0.200146,-1.50368,-0.093081,1.308876,clean
0.275325,-0.159766,-0.163915,-0.419478,0.754167,0.398998,clean
-1.389138,0.383617,-0.667858,0.1588,-0.09259,-0.015931,clean
-0.575484,0.135333,-0.419898,0.099072,0.4863,0.296757,clean
0.636908,0.014953,-0.913412,-0.043709,-0.341418,0.597147,clean
-1.693953,0.370903,0.042064,-0.064121,-0.044568,0.06766,clean
-2.502669,0.783832,1.554539,-0.260121,-0.458396,-0.025109,clean
-0.953643,0.389979,-0.952765,0.340414,-0.039994,0.072437,clean
11.051448,3.870523,-2.472399,-2.825082,-0.832177,2.019863,clean
-1.214198,0.443167,-0.866829,0.116826,-0.163439,-0.029943,clean
-0.384547,0.574123,-1.208567,-0.269687,-0.246929,0.068749,clean
-0.104114,0.094953,-1.120648,0.313794,0.19924,0.003882,clean
-0.90046,0.28564,-0.475313,0.108346,0.239203,0.285818,clean
-0.079781,0.118459,-0.29261,0.659948,1.005228,0.35125,clean
-0.633412,-0.124234,-0.527472,-0.021249,-0.133895,0.233569,clean
2.619797,0.384208,-1.31732,-0.271811,-0.004733,0.740824,clean
0.657658,0.355258,-0.572874,-0.966303,0.194391,0.618404,clean
-0.456296,0.449468,-1.302582,0.016393,-0.217962,0.030389,clean
-2.036384,0.460293,0.162726,-0.033264,-0.194096,-0.045581,clean
-0.615944,0.316901,-0.93807,0.41507,0.190448,0.102323,clean
-1.093549,0.41867,-0.669201,0.002803,-0.069196,0.158146,clean
-2.087622,0.547961,1.211614,-0.291792,-0.213741,0.078693,clean
-1.553199,0.547779,0.060157,-0.576377,-0.213805,0.178065,clean
-2.511161,0.838247,2.166271,-0.392744,-0.484872,-0.008827,clean
-1.368538,0.227857,-0.518121,0.20224,-0.231212,0.165961,clean
-2.203863,0.54815,0.930515,-0.159831,-0.216094,0.007939,clean
2.841715,-0.843892,-1.124319,1.548175,-2.737215,2.914853,clean
3.097853,1.36119,-1.565313,-2.535122,-0.808728,0.622343,clean
-2.356282,0.647255,1.668061,-0.306232,-0.306846,-0.057763,clean
-0.951735,0.481875,-1.084114,0.285848,-0.145804,0.040368,clean
-1.252079,0.282015,-0.386471,0.006205,-0.016124,0.100461,clean
-1.359607,0.324727,-0.086251,-0.069176,0.207155,0.257654,clean
-2.253474,0.58311,1.202194,-0.215717,-0.223717,0.027196,clean
0.925161,0.312779,-1.11097,-0.020456,-0.48395,0.590598,clean
-1.96003,0.396147,-0.053013,0.08525,-0.103689,-0.054971,clean
-1.918438,0.377538,-0.031955,0.063658,-0.121078,-0.078535,clean
-1.73397,0.36829,0.049182,-0.07201,-0.078482,0.002584,clean
-1.28576,0.071646,-0.035317,0.153715,0.407719,-0.036106,clean
-0.80537,0.259902,-0.709867,0.040723,-0.157535,0.247549,clean
2.365936,-0.199896,-0.552385,0.423396,1.177245,0.146377,clean
-1.291734,0.104315,-0.124255,0.191867,0.355582,-0.056721,clean
7.396477,2.138552,-2.253942,-2.289027,-0.421843,1.371402,clean
-0.121234,0.844895,-1.592357,-0.447492,-0.599586,0.053119,clean
0.208025,0.822181,-1.266435,-0.012135,-0.227739,0.317863,clean
-0.569432,0.68064,-1.320058,-0.355453,-0.460566,0.055683,clean
-0.264251,-1.051961,-0.415508,0.451337,-0.779091,-0.717669,clean
-1.101299,0.598637,-0.970379,-0.131473,-0.328461,0.039387,clean
-0.284387,0.251102,-1.165245,-0.020217,-0.233053,-0.046646,clean
-1.987321,0.454822,0.188448,-0.035284,-0.157572,0.008523,clean
-1.822716,0.392246,0.470364,-0.175835,-0.083007,0.072111,clean
-1.563251,0.495889,-0.831413,0.318906,-0.195529,0.018476,clean
-2.505432,0.824992,2.224979,-0.402743,-0.439773,0.022086,clean
6.276924,-0.039397,-0.413382,-1.67243,0.811123,1.876958,clean
-1.774833,0.436132,-0.299318,0.064973,-0.104924,0.048469,clean
-0.373107,-0.109312,-0.21754,-0.131166,0.10807,-0.035587,clean
-0.82002,-0.046156,0.094844,-0.070561,0.369131,0.44426,clean
2.433326,0.841127,-1.730027,-1.203532,-0.78832,0.732785,clean
-0.679555,0.431598,-1.018222,0.310479,-0.008191,0.154914,clean
-0.242313,0.525695,-1.074068,-0.074194,-0.075275,0.157455,clean
-1.197218,0.406299,-0.609085,-0.176065,-0.075955,0.065852,clean
-0.133385,0.385559,-0.918122,0.490733,0.463959,0.216744,clean
-1.437593,0.355607,-0.71082,0.410765,0.038623,-0.02864,clean
0.550769,0.648371,-1.417464,-0.625959,-0.184495,0.19211,clean
0.373847,0.088558,-0.681993,0.514236,0.882138,0.39133,clean
-1.069422,-0.022114,-0.552626,0.361358,-0.060269,-0.228679,clean
-1.103037,0.383489,-0.614962,-0.211034,-0.068312,0.066989,clean
-1.74689,0.268242,-0.088619,0.006918,-0.153327,-0.325436,clean
2.371188,-0.254922,-1.144024,-0.261061,-0.754584,1.390224,clean
-0.177286,0.401427,-1.126986,0.296853,0.182074,0.234954,clean
-1.332045,0.382468,-0.571604,-0.134872,-0.138576,-0.025414,clean
-1.699363,0.310993,0.196153,-0.082887,-0.013028,0.054612,clean
-1.748016,0.35817,0.303849,-0.323609,-0.320635,-0.108162,clean
-1.577812,0.383167,-0.558853,0.235109,-0.082559,-0.017323,clean
-1.477762,0.280652,-0.194765,0.035895,0.120787,0.075918,clean
-0.740734,0.647264,-1.167678,-0.397862,-0.445727,0.052924,clean
-1.32977,0.220917,-0.538504,0.267916,0.039405,-0.092921,clean
-1.109931,0.460889,-0.895377,-0.003237,-0.169063,0.022184,clean
-1.158335,0.582036,-0.896203,-0.177511,-0.309145,0.054694,clean
-1.041298,0.459451,-0.684912,-0.230821,-0.117436,0.065836,clean
-1.902791,0.5492,0.376686,-0.350948,-0.251677,0.068323,clean
-0.003635,0.27609,-0.505157,-0.522385,0.164297,0.251812,clean
0.091273,0.520904,-0.932798,-0.514525,-0.004098,0.168798,clean
7.43246,1.761611,-1.74771,-1.98068,0.247347,1.316727,clean
-1.11991,0.491427,-0.958966,0.051875,-0.212331,-0.02351,clean
-1.818227,0.370284,0.084287,-0.013314,-0.046759,0.023934,clean
-2.009221,0.422998,0.222278,0.028657,-0.045994,0.055742,clean
-1.906665,0.378801,0.131785,0.067925,0.046937,0.092061,clean
-1.838507,0.383979,-0.265206,0.174901,-0.083953,-0.043414,clean
-1.466099,0.432635,-0.493333,-0.157838,-0.202414,-0.032355,clean
-1.882628,0.437367,0.308285,-0.124144,-0.068515,0.09171,clean
0.770931,0.314795,-1.567236,1.060087,-0.945665,0.891217,clean
-1.868279,0.344261,0.214833,-0.002645,-0.047034,-0.030708,clean
-2.705008,1.08094,3.078882,-0.558346,-0.76435,-0.067756,clean
-0.751194,0.544989,-1.085514,0.119091,-0.192256,0.203573,clean
-0.411082,0.415133,-1.300875,0.46969,-0.004035,-0.046523,clean
-1.582662,0.445669,-0.198212,-0.250105,-0.179008,0.005591,clean
-1.902791,0.5492,0.376686,-0.350948,-0.251677,0.068323,clean
-0.058686,0.344634,-0.360517,-0.791523,0.361811,0.451962,clean
1.225563,0.514968,-1.599443,-0.027664,-0.052005,0.148905,clean
-1.370604,0.335353,-0.111696,-0.117974,-0.182445,0.38026,clean
-1.727816,0.555877,-0.653837,0.171051,-0.267405,0.057267,clean
0.388554,0.716677,-1.302539,-0.030215,-0.151993,0.368121,clean
10.337869,3.387757,-2.405214,2.1843,-0.526048,0.891716,clean
-1.01029,0.26377,-0.885717,0.300156,0.054307,-0.042193,clean
2.534966,0.514279,-1.251498,-0.962617,0.281527,0.53487,clean
-2.03168,0.476138,0.361305,-0.088664,-0.194373,-0.003374,clean
2.638663,1.040152,-1.765115,-0.97618,-0.279188,0.566149,clean
-1.241593,0.560008,-0.884499,0.037239,-0.260355,0.092264,clean
-1.7033,0.473259,-0.543972,0.167877,-0.208163,0.015835,clean
-2.030303,0.467997,0.357652,-0.077465,-0.148726,0.028231,clean
-1.244612,0.5396,-1.074583,0.420479,-0.216247,0.051916,clean
-1.173105,0.587079,-0.881993,-0.272639,-0.366778,0.033333,clean
-1.76073,0.367264,-0.173153,0.064914,-0.069008,0.006405,clean
1.367555,1.798568,-2.84612,1.79412,-0.548761,0.163662,clean
-2.690226,1.073963,3.081799,-0.562628,-0.764302,-0.070216,clean
-1.749382,0.308749,0.237121,-0.097869,-0.078374,-0.049656,clean
-1.528972,0.541745,-0.601879,-0.176136,-0.323154,-0.036365,clean
-1.049454,0.5954,-1.071782,-0.099627,-0.346429,0.011101,clean
-1.902791,0.5492,0.376686,-0.350948,-0.251677,0.068323,clean
0.303084,0.484119,-1.292086,-0.340962,-0.021771,0.217601,clean
2.413012,1.066829,-1.626726,-1.196178,-0.167202,0.678524,clean
